shelf_id,person_id,timestamp,age,gender,height,weight,married_status,moving_speed_(m/s),item_id,looking_at_item_(s),holding_the_item_(s),holding_the_bag,picking_up_item,returning_item,putting_item_into_bag,taking_item_out_of_bag,putting_item_into_bag_in_the_2nd_time,si_id,date,time
1,217,2024-07-06 12:18:00,41,Female,150,56,Married,0.38,8,23,29,True,True,False,False,True,True,18,2024-07-06,12:18:00
7,217,2024-07-06 12:23:00,41,Female,150,56,Married,1.3,7,53,50,True,True,False,False,False,True,77,2024-07-06,12:23:00
7,217,2024-07-06 12:25:00,41,Female,150,56,Married,0.9,12,37,16,True,True,True,True,True,True,712,2024-07-06,12:25:00
7,217,2024-07-06 12:30:00,41,Female,150,56,Married,1.05,11,22,33,True,True,True,False,True,,711,2024-07-06,12:30:00
0,217,2024-07-06 12:33:00,41,Female,150,56,Married,0.71,8,36,37,True,True,False,False,True,True,08,2024-07-06,12:33:00
3,217,2024-07-06 12:37:00,41,Female,150,56,Married,0.87,11,18,38,True,True,False,True,False,True,311,2024-07-06,12:37:00
3,217,2024-07-06 12:40:00,41,Female,150,56,Married,1.32,4,38,26,True,True,True,True,False,True,34,2024-07-06,12:40:00
3,217,2024-07-06 12:43:00,41,Female,150,56,Married,1.46,12,34,25,True,True,True,True,False,True,312,2024-07-06,12:43:00
3,217,2024-07-06 12:44:00,41,Female,150,56,Married,0.62,7,23,39,True,True,True,True,True,False,37,2024-07-06,12:44:00
3,217,2024-07-06 12:47:00,41,Female,150,56,Married,0.94,6,24,16,True,True,False,True,True,False,36,2024-07-06,12:47:00
3,217,2024-07-06 12:51:00,41,Female,150,56,Married,1.05,24,30,33,True,True,True,True,False,,324,2024-07-06,12:51:00
4,218,2024-07-06 12:20:00,50,Female,163,48,Married,0.13,2,61,27,False,True,False,True,False,True,42,2024-07-06,12:20:00
4,219,2024-07-06 12:25:00,29,Male,172,58,Single,0.98,8,17,23,True,True,False,False,True,True,48,2024-07-06,12:25:00
4,219,2024-07-06 12:27:00,29,Male,172,58,Single,0.16,0,15,27,True,True,True,,True,False,40,2024-07-06,12:27:00
4,219,2024-07-06 12:29:00,29,Male,172,58,Single,0.63,3,26,17,True,True,False,True,False,,43,2024-07-06,12:29:00
4,219,2024-07-06 12:32:00,29,Male,172,58,Single,0.6,11,38,33,True,True,False,False,True,True,411,2024-07-06,12:32:00
4,219,2024-07-06 12:34:00,29,Male,172,58,Single,0.81,2,28,29,True,True,False,True,False,True,42,2024-07-06,12:34:00
4,219,2024-07-06 12:36:00,29,Male,172,58,Single,1.38,17,34,31,True,True,False,False,True,True,417,2024-07-06,12:36:00
2,220,2024-07-06 12:33:00,44,Male,171,61,Married,0.14,6,37,35,True,True,False,True,True,False,26,2024-07-06,12:33:00
2,220,2024-07-06 12:35:00,44,Male,171,61,Married,0.54,7,19,26,True,True,True,True,False,,27,2024-07-06,12:35:00
5,220,2024-07-06 12:39:00,44,Male,171,61,Married,1.12,3,37,36,True,True,False,True,False,False,53,2024-07-06,12:39:00
4,220,2024-07-06 12:41:00,44,Male,171,61,Married,1.11,15,26,22,True,True,False,False,False,False,415,2024-07-06,12:41:00
4,220,2024-07-06 12:45:00,44,Male,171,61,Married,0.11,1,39,15,True,True,False,True,False,True,41,2024-07-06,12:45:00
4,220,2024-07-06 12:47:00,44,Male,171,61,Married,0.93,6,29,29,True,True,False,False,False,False,46,2024-07-06,12:47:00
4,220,2024-07-06 12:50:00,44,Male,171,61,Married,0.33,6,36,24,True,True,False,True,True,True,46,2024-07-06,12:50:00
4,220,2024-07-06 12:51:00,44,Male,171,61,Married,0.88,3,30,22,True,True,False,True,False,,43,2024-07-06,12:51:00
0,221,2024-07-06 12:46:00,31,Male,177,81,Single,0.86,4,35,27,True,True,False,True,False,False,04,2024-07-06,12:46:00
6,221,2024-07-06 12:47:00,31,Male,177,81,Single,1.35,7,64,11,True,True,False,True,True,True,67,2024-07-06,12:47:00
6,221,2024-07-06 12:52:00,31,Male,177,81,Single,0.39,16,27,0,True,False,True,,False,False,616,2024-07-06,12:52:00
6,221,2024-07-06 12:56:00,31,Male,177,81,Single,0.52,13,39,34,True,True,False,False,True,True,613,2024-07-06,12:56:00
6,221,2024-07-06 12:57:00,31,Male,177,81,Single,0.52,7,63,8,True,True,True,True,False,False,67,2024-07-06,12:57:00
6,221,2024-07-06 12:59:00,31,Male,177,81,Single,1.5,10,20,18,True,True,False,True,False,False,610,2024-07-06,12:59:00
7,222,2024-07-06 12:50:00,60,Male,177,70,Married,0.97,6,50,50,False,True,True,True,,False,76,2024-07-06,12:50:00
7,222,2024-07-06 12:51:00,60,Male,177,70,Married,1.1,13,24,22,False,True,True,True,True,False,713,2024-07-06,12:51:00
7,222,2024-07-06 12:52:00,60,Male,177,70,Married,0.31,1,29,33,False,True,True,,False,True,71,2024-07-06,12:52:00
7,222,2024-07-06 12:54:00,60,Male,177,70,Married,0.82,0,18,16,False,True,False,True,False,,70,2024-07-06,12:54:00
7,222,2024-07-06 12:59:00,60,Male,177,70,Married,1.36,7,54,55,False,True,False,False,,,77,2024-07-06,12:59:00
2,223,2024-07-06 12:53:00,63,Female,159,40,Married,1.23,1,34,22,True,True,False,True,False,True,21,2024-07-06,12:53:00
2,223,2024-07-06 12:54:00,63,Female,159,40,Married,0.27,3,38,33,True,True,True,False,True,True,23,2024-07-06,12:54:00
2,223,2024-07-06 12:55:00,63,Female,159,40,Married,1.43,0,21,24,True,True,True,,False,True,20,2024-07-06,12:55:00
2,223,2024-07-06 12:56:00,63,Female,159,40,Married,1.23,2,37,28,True,True,False,True,True,True,22,2024-07-06,12:56:00
7,223,2024-07-06 12:58:00,63,Female,159,40,Married,0.3,0,28,36,True,True,False,True,False,False,70,2024-07-06,12:58:00
4,223,2024-07-06 13:02:00,63,Female,159,40,Married,0.91,9,36,25,True,True,True,True,,True,49,2024-07-06,13:02:00
4,223,2024-07-06 13:06:00,63,Female,159,40,Married,1.4,3,68,30,True,True,False,True,False,,43,2024-07-06,13:06:00
1,223,2024-07-06 13:10:00,63,Female,159,40,Married,0.38,17,32,17,True,True,True,False,False,False,117,2024-07-06,13:10:00
1,223,2024-07-06 13:15:00,63,Female,159,40,Married,1.22,4,39,24,True,True,False,True,True,False,14,2024-07-06,13:15:00
1,223,2024-07-06 13:19:00,63,Female,159,40,Married,0.92,8,35,17,True,True,False,True,True,True,18,2024-07-06,13:19:00
1,223,2024-07-06 13:23:00,63,Female,159,40,Married,0.53,12,39,32,True,True,True,True,False,True,112,2024-07-06,13:23:00
2,223,2024-07-06 13:28:00,63,Female,159,40,Married,1.26,6,38,30,True,True,False,False,True,False,26,2024-07-06,13:28:00
2,223,2024-07-06 13:33:00,63,Female,159,40,Married,1.48,3,18,22,True,True,False,False,,False,23,2024-07-06,13:33:00
2,223,2024-07-06 13:35:00,63,Female,159,40,Married,1.16,5,28,27,True,True,True,,False,,25,2024-07-06,13:35:00
2,223,2024-07-06 13:37:00,63,Female,159,40,Married,0.96,7,33,35,True,True,True,True,False,False,27,2024-07-06,13:37:00
2,223,2024-07-06 13:40:00,63,Female,159,40,Married,1.04,5,39,35,True,True,False,True,True,True,25,2024-07-06,13:40:00
5,224,2024-07-06 12:56:00,45,Male,176,55,Married,1.22,1,55,57,False,True,False,True,False,False,51,2024-07-06,12:56:00
5,224,2024-07-06 12:59:00,45,Male,176,55,Married,1.25,6,25,24,False,True,False,True,False,False,56,2024-07-06,12:59:00
5,224,2024-07-06 13:00:00,45,Male,176,55,Married,0.31,13,22,39,False,True,False,True,True,False,513,2024-07-06,13:00:00
6,225,2024-07-06 13:04:00,32,Female,157,54,Single,0.24,10,11,5,True,True,False,True,False,,610,2024-07-06,13:04:00
6,225,2024-07-06 13:06:00,32,Female,157,54,Single,0.18,9,6,7,True,True,True,False,False,True,69,2024-07-06,13:06:00
6,225,2024-07-06 13:10:00,32,Female,157,54,Single,0.6,5,34,33,True,True,True,,,False,65,2024-07-06,13:10:00
0,225,2024-07-06 13:14:00,32,Female,157,54,Single,0.86,8,28,39,True,True,True,,False,True,08,2024-07-06,13:14:00
0,225,2024-07-06 13:16:00,32,Female,157,54,Single,0.34,0,27,31,True,True,True,False,False,,00,2024-07-06,13:16:00
0,225,2024-07-06 13:19:00,32,Female,157,54,Single,1.47,4,33,16,True,True,False,True,False,,04,2024-07-06,13:19:00
0,225,2024-07-06 13:21:00,32,Female,157,54,Single,0.39,3,31,27,True,True,False,False,False,False,03,2024-07-06,13:21:00
0,225,2024-07-06 13:26:00,32,Female,157,54,Single,0.22,11,16,24,True,True,True,True,True,,011,2024-07-06,13:26:00
3,226,2024-07-06 13:09:00,74,Female,164,52,Married,1.04,20,54,57,True,True,False,True,False,True,320,2024-07-06,13:09:00
3,226,2024-07-06 13:13:00,74,Female,164,52,Married,0.49,13,27,39,True,True,True,False,True,True,313,2024-07-06,13:13:00
3,226,2024-07-06 13:17:00,74,Female,164,52,Married,0.58,20,57,53,True,True,False,True,False,False,320,2024-07-06,13:17:00
3,226,2024-07-06 13:22:00,74,Female,164,52,Married,0.58,17,33,27,True,True,False,True,False,False,317,2024-07-06,13:22:00
3,226,2024-07-06 13:24:00,74,Female,164,52,Married,0.86,24,39,22,True,True,False,False,False,,324,2024-07-06,13:24:00
0,226,2024-07-06 13:28:00,74,Female,164,52,Married,1.25,1,37,24,True,True,True,False,True,True,01,2024-07-06,13:28:00
0,226,2024-07-06 13:32:00,74,Female,164,52,Married,0.36,10,22,30,True,True,False,False,True,False,010,2024-07-06,13:32:00
7,226,2024-07-06 13:36:00,74,Female,164,52,Married,1.46,1,29,24,True,True,True,,True,False,71,2024-07-06,13:36:00
7,226,2024-07-06 13:40:00,74,Female,164,52,Married,0.61,2,27,31,True,True,False,True,False,False,72,2024-07-06,13:40:00
7,226,2024-07-06 13:45:00,74,Female,164,52,Married,0.82,8,33,15,True,True,True,,False,False,78,2024-07-06,13:45:00
7,226,2024-07-06 13:50:00,74,Female,164,52,Married,0.84,6,51,54,True,True,True,True,False,True,76,2024-07-06,13:50:00
7,226,2024-07-06 13:55:00,74,Female,164,52,Married,0.91,2,31,23,True,True,False,False,True,True,72,2024-07-06,13:55:00
7,226,2024-07-06 13:57:00,74,Female,164,52,Married,0.46,1,28,30,True,True,False,True,True,True,71,2024-07-06,13:57:00
0,226,2024-07-06 14:02:00,74,Female,164,52,Married,0.66,0,29,34,True,True,True,,True,,00,2024-07-06,14:02:00
7,226,2024-07-06 14:07:00,74,Female,164,52,Married,0.43,0,20,25,True,True,True,True,False,,70,2024-07-06,14:07:00
7,226,2024-07-06 14:12:00,74,Female,164,52,Married,0.51,3,37,17,True,True,True,True,True,False,73,2024-07-06,14:12:00
7,226,2024-07-06 14:15:00,74,Female,164,52,Married,0.5,14,38,15,True,True,True,False,False,False,714,2024-07-06,14:15:00
3,227,2024-07-06 13:16:00,25,Male,173,85,Single,0.52,22,33,26,True,True,True,False,True,True,322,2024-07-06,13:16:00
2,227,2024-07-06 13:17:00,25,Male,173,85,Single,0.87,2,35,17,True,True,False,True,True,False,22,2024-07-06,13:17:00
4,227,2024-07-06 13:22:00,25,Male,173,85,Single,1.42,15,18,22,True,True,False,True,True,False,415,2024-07-06,13:22:00
4,227,2024-07-06 13:25:00,25,Male,173,85,Single,1.01,0,30,34,True,True,False,True,True,True,40,2024-07-06,13:25:00
4,227,2024-07-06 13:29:00,25,Male,173,85,Single,0.44,9,63,29,True,True,True,False,,True,49,2024-07-06,13:29:00
4,227,2024-07-06 13:34:00,25,Male,173,85,Single,0.38,11,22,24,True,True,True,False,,,411,2024-07-06,13:34:00
1,227,2024-07-06 13:38:00,25,Male,173,85,Single,1.25,7,68,15,True,True,False,True,False,False,17,2024-07-06,13:38:00
1,227,2024-07-06 13:40:00,25,Male,173,85,Single,0.59,17,27,38,True,True,False,True,False,False,117,2024-07-06,13:40:00
1,227,2024-07-06 13:41:00,25,Male,173,85,Single,1.15,4,26,30,True,True,False,False,True,,14,2024-07-06,13:41:00
1,227,2024-07-06 13:42:00,25,Male,173,85,Single,0.58,13,14,1,True,True,False,True,True,True,113,2024-07-06,13:42:00
1,227,2024-07-06 13:46:00,25,Male,173,85,Single,1.2,10,35,16,True,True,True,False,False,,110,2024-07-06,13:46:00
1,227,2024-07-06 13:48:00,25,Male,173,85,Single,0.46,9,63,33,True,True,True,True,False,False,19,2024-07-06,13:48:00
7,228,2024-07-06 13:21:00,73,Male,170,89,Married,0.47,1,28,19,True,True,True,False,,False,71,2024-07-06,13:21:00
7,228,2024-07-06 13:25:00,73,Male,170,89,Married,0.85,6,57,53,True,True,False,False,True,False,76,2024-07-06,13:25:00
7,228,2024-07-06 13:29:00,73,Male,170,89,Married,0.53,11,33,34,True,True,False,False,False,False,711,2024-07-06,13:29:00
7,228,2024-07-06 13:33:00,73,Male,170,89,Married,0.25,11,33,17,True,True,False,False,True,True,711,2024-07-06,13:33:00
7,228,2024-07-06 13:37:00,73,Male,170,89,Married,0.47,5,22,39,True,True,True,False,True,False,75,2024-07-06,13:37:00
7,228,2024-07-06 13:40:00,73,Male,170,89,Married,1.47,7,55,54,True,True,True,,True,True,77,2024-07-06,13:40:00
7,228,2024-07-06 13:44:00,73,Male,170,89,Married,1.08,14,23,34,True,True,True,False,False,,714,2024-07-06,13:44:00
0,228,2024-07-06 13:48:00,73,Male,170,89,Married,0.24,0,15,19,True,True,True,False,False,False,00,2024-07-06,13:48:00
0,228,2024-07-06 13:53:00,73,Male,170,89,Married,0.2,2,34,21,True,True,False,True,False,False,02,2024-07-06,13:53:00
0,228,2024-07-06 13:57:00,73,Male,170,89,Married,0.26,5,34,18,True,True,True,False,,False,05,2024-07-06,13:57:00
0,228,2024-07-06 13:58:00,73,Male,170,89,Married,1.13,6,65,30,True,True,False,True,True,False,06,2024-07-06,13:58:00
0,228,2024-07-06 14:01:00,73,Male,170,89,Married,0.73,6,60,29,True,True,False,False,False,True,06,2024-07-06,14:01:00
2,228,2024-07-06 14:06:00,73,Male,170,89,Married,0.56,2,17,21,True,True,False,False,False,False,22,2024-07-06,14:06:00
2,228,2024-07-06 14:10:00,73,Male,170,89,Married,1.39,6,68,20,True,True,False,True,False,False,26,2024-07-06,14:10:00
2,228,2024-07-06 14:11:00,73,Male,170,89,Married,0.45,3,37,38,True,True,False,True,False,True,23,2024-07-06,14:11:00
2,228,2024-07-06 14:14:00,73,Male,170,89,Married,1.06,1,36,18,True,True,False,True,False,,21,2024-07-06,14:14:00
2,228,2024-07-06 14:15:00,73,Male,170,89,Married,0.14,8,69,20,True,True,False,False,,True,28,2024-07-06,14:15:00
2,228,2024-07-06 14:19:00,73,Male,170,89,Married,0.98,3,22,19,True,True,True,True,False,True,23,2024-07-06,14:19:00
1,228,2024-07-06 14:21:00,73,Male,170,89,Married,1.24,15,16,28,True,True,False,True,False,,115,2024-07-06,14:21:00
1,228,2024-07-06 14:24:00,73,Male,170,89,Married,1.1,6,67,28,True,True,True,True,False,True,16,2024-07-06,14:24:00
5,229,2024-07-06 13:33:00,34,Female,155,48,Single,1.17,12,31,18,True,True,False,True,False,True,512,2024-07-06,13:33:00
5,229,2024-07-06 13:36:00,34,Female,155,48,Single,1.15,13,28,33,True,True,False,False,True,,513,2024-07-06,13:36:00
5,229,2024-07-06 13:40:00,34,Female,155,48,Single,0.33,15,36,15,True,True,False,False,True,True,515,2024-07-06,13:40:00
5,229,2024-07-06 13:43:00,34,Female,155,48,Single,1.09,0,54,51,True,True,False,True,False,True,50,2024-07-06,13:43:00
1,229,2024-07-06 13:45:00,34,Female,155,48,Single,1.34,9,24,36,True,True,False,True,False,True,19,2024-07-06,13:45:00
1,229,2024-07-06 13:48:00,34,Female,155,48,Single,1.5,3,38,39,True,True,False,False,True,True,13,2024-07-06,13:48:00
6,229,2024-07-06 13:49:00,34,Female,155,48,Single,0.32,0,17,26,True,True,False,False,False,True,60,2024-07-06,13:49:00
6,229,2024-07-06 13:53:00,34,Female,155,48,Single,1.34,17,64,14,True,True,True,,True,True,617,2024-07-06,13:53:00
6,229,2024-07-06 13:56:00,34,Female,155,48,Single,0.91,3,10,3,True,True,False,False,True,False,63,2024-07-06,13:56:00
6,229,2024-07-06 14:01:00,34,Female,155,48,Single,0.87,13,8,13,True,True,False,True,False,False,613,2024-07-06,14:01:00
7,229,2024-07-06 14:05:00,34,Female,155,48,Single,0.21,3,22,20,True,True,True,False,,False,73,2024-07-06,14:05:00
7,229,2024-07-06 14:09:00,34,Female,155,48,Single,0.31,1,30,18,True,True,True,False,,False,71,2024-07-06,14:09:00
4,229,2024-07-06 14:10:00,34,Female,155,48,Single,1.18,11,24,18,True,True,True,True,True,False,411,2024-07-06,14:10:00
4,229,2024-07-06 14:11:00,34,Female,155,48,Single,1.15,0,18,39,True,True,False,True,True,False,40,2024-07-06,14:11:00
4,229,2024-07-06 14:15:00,34,Female,155,48,Single,1.27,10,26,19,True,True,False,True,False,True,410,2024-07-06,14:15:00
4,229,2024-07-06 14:18:00,34,Female,155,48,Single,0.25,12,19,33,True,True,False,True,True,True,412,2024-07-06,14:18:00
4,229,2024-07-06 14:21:00,34,Female,155,48,Single,1.04,18,17,21,True,True,False,True,True,True,418,2024-07-06,14:21:00
4,229,2024-07-06 14:24:00,34,Female,155,48,Single,0.78,9,19,27,True,True,False,False,False,False,49,2024-07-06,14:24:00
7,230,2024-07-06 13:37:00,25,Male,168,78,Single,0.62,2,31,36,True,True,True,True,False,,72,2024-07-06,13:37:00
7,230,2024-07-06 13:40:00,25,Male,168,78,Single,0.89,3,30,16,True,True,True,True,True,True,73,2024-07-06,13:40:00
7,230,2024-07-06 13:42:00,25,Male,168,78,Single,1.23,12,29,25,True,True,True,False,True,True,712,2024-07-06,13:42:00
7,230,2024-07-06 13:43:00,25,Male,168,78,Single,0.88,8,17,34,True,True,False,False,,True,78,2024-07-06,13:43:00
0,230,2024-07-06 13:45:00,25,Male,168,78,Single,1.07,12,15,31,True,True,False,True,True,True,012,2024-07-06,13:45:00
0,230,2024-07-06 13:47:00,25,Male,168,78,Single,1.43,7,18,36,True,True,True,True,True,False,07,2024-07-06,13:47:00
0,230,2024-07-06 13:49:00,25,Male,168,78,Single,0.9,1,16,22,True,True,True,,True,True,01,2024-07-06,13:49:00
0,230,2024-07-06 13:53:00,25,Male,168,78,Single,0.37,2,37,19,True,True,True,False,,False,02,2024-07-06,13:53:00
0,230,2024-07-06 13:56:00,25,Male,168,78,Single,0.4,1,15,31,True,True,True,False,False,False,01,2024-07-06,13:56:00
0,230,2024-07-06 14:01:00,25,Male,168,78,Single,0.37,3,34,32,True,True,True,True,,False,03,2024-07-06,14:01:00
0,230,2024-07-06 14:04:00,25,Male,168,78,Single,1.47,2,17,21,True,True,True,True,,,02,2024-07-06,14:04:00
0,230,2024-07-06 14:06:00,25,Male,168,78,Single,1.4,4,20,29,True,True,False,True,False,True,04,2024-07-06,14:06:00
0,230,2024-07-06 14:11:00,25,Male,168,78,Single,0.15,8,37,29,True,True,True,False,False,False,08,2024-07-06,14:11:00
0,230,2024-07-06 14:14:00,25,Male,168,78,Single,1.48,3,29,37,True,True,False,True,True,False,03,2024-07-06,14:14:00
0,230,2024-07-06 14:16:00,25,Male,168,78,Single,0.32,3,16,38,True,True,False,True,True,False,03,2024-07-06,14:16:00
0,230,2024-07-06 14:19:00,25,Male,168,78,Single,1.28,8,33,22,True,True,False,True,False,True,08,2024-07-06,14:19:00
2,230,2024-07-06 14:24:00,25,Male,168,78,Single,0.83,3,35,26,True,True,False,True,False,,23,2024-07-06,14:24:00
2,230,2024-07-06 14:29:00,25,Male,168,78,Single,0.81,7,23,23,True,True,True,True,,,27,2024-07-06,14:29:00
2,230,2024-07-06 14:31:00,25,Male,168,78,Single,0.49,7,31,21,True,True,False,True,False,False,27,2024-07-06,14:31:00
2,230,2024-07-06 14:35:00,25,Male,168,78,Single,0.31,5,20,30,True,True,False,False,,,25,2024-07-06,14:35:00
2,230,2024-07-06 14:37:00,25,Male,168,78,Single,0.25,2,38,20,True,True,True,,,False,22,2024-07-06,14:37:00
2,230,2024-07-06 14:40:00,25,Male,168,78,Single,1.49,1,20,37,True,True,False,True,False,True,21,2024-07-06,14:40:00
2,231,2024-07-06 13:43:00,62,Female,155,40,Married,1.21,1,23,17,False,True,False,True,False,False,21,2024-07-06,13:43:00
3,231,2024-07-06 13:44:00,62,Female,155,40,Married,0.12,18,37,19,False,True,False,True,False,True,318,2024-07-06,13:44:00
1,231,2024-07-06 13:46:00,62,Female,155,40,Married,1.28,7,19,31,False,True,True,,True,True,17,2024-07-06,13:46:00
7,231,2024-07-06 13:49:00,62,Female,155,40,Married,1.33,7,52,53,False,True,False,False,False,False,77,2024-07-06,13:49:00
4,232,2024-07-06 13:45:00,57,Female,148,46,Married,1.06,5,36,23,True,True,True,False,True,,45,2024-07-06,13:45:00
4,232,2024-07-06 13:49:00,57,Female,148,46,Married,1.06,8,31,27,True,True,True,,False,False,48,2024-07-06,13:49:00
4,232,2024-07-06 13:54:00,57,Female,148,46,Married,1.24,18,23,21,True,True,True,False,False,True,418,2024-07-06,13:54:00
4,232,2024-07-06 13:57:00,57,Female,148,46,Married,0.7,1,60,22,True,True,False,True,False,True,41,2024-07-06,13:57:00
4,232,2024-07-06 13:58:00,57,Female,148,46,Married,0.15,4,24,17,True,True,False,True,True,False,44,2024-07-06,13:58:00
3,232,2024-07-06 14:00:00,57,Female,148,46,Married,0.47,12,26,17,True,True,False,False,,,312,2024-07-06,14:00:00
3,232,2024-07-06 14:05:00,57,Female,148,46,Married,0.99,17,16,17,True,True,False,True,True,False,317,2024-07-06,14:05:00
3,232,2024-07-06 14:09:00,57,Female,148,46,Married,0.62,23,19,21,True,True,False,True,False,False,323,2024-07-06,14:09:00
3,232,2024-07-06 14:11:00,57,Female,148,46,Married,1.27,10,29,38,True,True,False,False,True,,310,2024-07-06,14:11:00
1,232,2024-07-06 14:13:00,57,Female,148,46,Married,0.78,14,5,6,True,True,False,True,True,True,114,2024-07-06,14:13:00
1,232,2024-07-06 14:16:00,57,Female,148,46,Married,0.22,17,27,18,True,True,True,True,,False,117,2024-07-06,14:16:00
1,232,2024-07-06 14:18:00,57,Female,148,46,Married,0.31,5,16,33,True,True,True,True,True,False,15,2024-07-06,14:18:00
2,232,2024-07-06 14:19:00,57,Female,148,46,Married,0.39,5,30,15,True,True,True,True,False,True,25,2024-07-06,14:19:00
2,232,2024-07-06 14:21:00,57,Female,148,46,Married,0.79,4,17,37,True,True,True,False,False,True,24,2024-07-06,14:21:00
2,232,2024-07-06 14:26:00,57,Female,148,46,Married,0.25,7,31,30,True,True,False,False,True,False,27,2024-07-06,14:26:00
1,232,2024-07-06 14:27:00,57,Female,148,46,Married,1.26,6,18,17,True,True,False,True,False,False,16,2024-07-06,14:27:00
1,232,2024-07-06 14:32:00,57,Female,148,46,Married,0.49,16,22,16,True,True,True,True,False,True,116,2024-07-06,14:32:00
1,232,2024-07-06 14:36:00,57,Female,148,46,Married,0.6,9,38,35,True,True,False,True,True,False,19,2024-07-06,14:36:00
1,232,2024-07-06 14:38:00,57,Female,148,46,Married,0.16,10,36,30,True,True,False,True,False,True,110,2024-07-06,14:38:00
1,233,2024-07-06 13:46:00,57,Female,157,53,Married,0.81,11,28,23,True,True,False,True,False,False,111,2024-07-06,13:46:00
4,233,2024-07-06 13:49:00,57,Female,157,53,Married,0.81,17,35,24,True,True,True,,True,True,417,2024-07-06,13:49:00
4,233,2024-07-06 13:52:00,57,Female,157,53,Married,1.11,5,27,39,True,True,True,True,,True,45,2024-07-06,13:52:00
4,233,2024-07-06 13:54:00,57,Female,157,53,Married,0.24,0,68,23,True,True,True,,,,40,2024-07-06,13:54:00
4,233,2024-07-06 13:58:00,57,Female,157,53,Married,0.19,9,32,20,True,True,False,True,True,False,49,2024-07-06,13:58:00
4,233,2024-07-06 14:01:00,57,Female,157,53,Married,0.56,7,22,32,True,True,True,,,False,47,2024-07-06,14:01:00
1,233,2024-07-06 14:06:00,57,Female,157,53,Married,0.44,1,21,24,True,True,True,True,True,True,11,2024-07-06,14:06:00
1,233,2024-07-06 14:07:00,57,Female,157,53,Married,1.0,1,37,29,True,True,False,True,False,False,11,2024-07-06,14:07:00
1,233,2024-07-06 14:08:00,57,Female,157,53,Married,0.79,9,29,26,True,True,False,True,True,False,19,2024-07-06,14:08:00
1,233,2024-07-06 14:12:00,57,Female,157,53,Married,0.98,7,24,26,True,True,False,True,False,,17,2024-07-06,14:12:00
6,234,2024-07-06 13:52:00,52,Male,170,55,Married,0.93,1,13,10,True,True,False,False,False,False,61,2024-07-06,13:52:00
6,234,2024-07-06 13:53:00,52,Male,170,55,Married,1.47,3,21,29,True,True,False,True,False,False,63,2024-07-06,13:53:00
6,234,2024-07-06 13:55:00,52,Male,170,55,Married,0.51,6,31,34,True,True,False,True,False,False,66,2024-07-06,13:55:00
6,234,2024-07-06 13:59:00,52,Male,170,55,Married,0.7,6,15,26,True,True,False,True,True,False,66,2024-07-06,13:59:00
6,234,2024-07-06 14:02:00,52,Male,170,55,Married,1.1,6,30,17,True,True,True,,True,False,66,2024-07-06,14:02:00
6,234,2024-07-06 14:04:00,52,Male,170,55,Married,1.28,2,7,14,True,True,False,False,True,,62,2024-07-06,14:04:00
7,234,2024-07-06 14:08:00,52,Male,170,55,Married,1.28,5,16,38,True,True,True,True,,,75,2024-07-06,14:08:00
7,234,2024-07-06 14:11:00,52,Male,170,55,Married,0.35,12,34,18,True,True,True,False,False,True,712,2024-07-06,14:11:00
7,234,2024-07-06 14:16:00,52,Male,170,55,Married,0.68,8,23,36,True,True,False,True,False,False,78,2024-07-06,14:16:00
2,234,2024-07-06 14:18:00,52,Male,170,55,Married,0.83,3,35,21,True,True,True,True,False,True,23,2024-07-06,14:18:00
2,234,2024-07-06 14:21:00,52,Male,170,55,Married,0.54,3,36,27,True,True,False,True,True,True,23,2024-07-06,14:21:00
2,235,2024-07-06 13:58:00,46,Male,174,58,Married,1.16,4,29,39,True,True,False,True,False,True,24,2024-07-06,13:58:00
2,235,2024-07-06 14:02:00,46,Male,174,58,Married,0.99,7,26,25,True,True,False,True,False,True,27,2024-07-06,14:02:00
2,235,2024-07-06 14:06:00,46,Male,174,58,Married,0.44,8,30,24,True,True,True,,True,False,28,2024-07-06,14:06:00
2,235,2024-07-06 14:08:00,46,Male,174,58,Married,0.13,4,16,35,True,True,True,False,False,False,24,2024-07-06,14:08:00
2,235,2024-07-06 14:10:00,46,Male,174,58,Married,1.11,4,26,29,True,True,True,True,False,False,24,2024-07-06,14:10:00
2,235,2024-07-06 14:13:00,46,Male,174,58,Married,0.34,0,31,30,True,True,True,True,True,False,20,2024-07-06,14:13:00
1,235,2024-07-06 14:14:00,46,Male,174,58,Married,1.49,6,28,35,True,True,False,False,False,,16,2024-07-06,14:14:00
1,235,2024-07-06 14:17:00,46,Male,174,58,Married,0.39,8,31,31,True,True,False,True,False,True,18,2024-07-06,14:17:00
1,235,2024-07-06 14:19:00,46,Male,174,58,Married,0.82,13,11,11,True,True,False,True,True,True,113,2024-07-06,14:19:00
1,235,2024-07-06 14:22:00,46,Male,174,58,Married,0.52,1,33,26,True,True,False,False,True,False,11,2024-07-06,14:22:00
1,235,2024-07-06 14:25:00,46,Male,174,58,Married,1.03,11,18,29,True,True,False,True,False,False,111,2024-07-06,14:25:00
0,235,2024-07-06 14:27:00,46,Male,174,58,Married,1.21,11,18,18,True,True,False,True,True,False,011,2024-07-06,14:27:00
0,235,2024-07-06 14:29:00,46,Male,174,58,Married,0.96,0,28,20,True,True,False,False,False,True,00,2024-07-06,14:29:00
0,235,2024-07-06 14:34:00,46,Male,174,58,Married,0.84,7,39,24,True,True,False,False,False,True,07,2024-07-06,14:34:00
