person_id,si_id,timestamp,age,height,weight,married_status,moving_speed_(m/s),age_group
354,320,2024-07-06 05:48:00,31,169,60,Single,0.13,2
354,35,2024-07-06 05:49:00,31,169,60,Single,1.48,2
354,315,2024-07-06 05:54:00,31,169,60,Single,0.98,2
355,110,2024-07-06 05:17:00,18,163,56,Single,0.86,1
355,112,2024-07-06 05:21:00,18,163,56,Single,0.26,1
355,110,2024-07-06 05:25:00,18,163,56,Single,1.17,1
355,21,2024-07-06 05:30:00,18,163,56,Single,0.34,1
355,56,2024-07-06 05:32:00,18,163,56,Single,0.8,1
355,012,2024-07-06 05:34:00,18,163,56,Single,0.95,1
356,415,2024-07-06 05:23:00,50,176,77,Married,0.81,2
356,410,2024-07-06 05:28:00,50,176,77,Married,0.86,2
356,77,2024-07-06 05:30:00,50,176,77,Married,1.33,2
356,72,2024-07-06 05:33:00,50,176,77,Married,1.03,2
356,712,2024-07-06 05:36:00,50,176,77,Married,1.28,2
356,76,2024-07-06 05:40:00,50,176,77,Married,1.16,2
356,76,2024-07-06 05:42:00,50,176,77,Married,1.41,2
356,75,2024-07-06 05:44:00,50,176,77,Married,0.95,2
356,02,2024-07-06 05:49:00,50,176,77,Married,1.45,2
356,00,2024-07-06 05:50:00,50,176,77,Married,1.08,2
356,011,2024-07-06 05:54:00,50,176,77,Married,0.68,2
356,04,2024-07-06 05:55:00,50,176,77,Married,0.24,2
356,08,2024-07-06 06:00:00,50,176,77,Married,0.56,2
356,24,2024-07-06 06:03:00,50,176,77,Married,0.14,2
356,26,2024-07-06 06:06:00,50,176,77,Married,0.69,2
356,28,2024-07-06 06:11:00,50,176,77,Married,0.28,2
356,21,2024-07-06 06:13:00,50,176,77,Married,0.85,2
356,24,2024-07-06 06:15:00,50,176,77,Married,1.32,2
356,28,2024-07-06 06:16:00,50,176,77,Married,1.16,2
356,010,2024-07-06 06:19:00,50,176,77,Married,0.13,2
356,012,2024-07-06 06:21:00,50,176,77,Married,1.05,2
357,05,2024-07-06 05:33:00,29,147,58,Single,0.51,1
357,03,2024-07-06 05:38:00,29,147,58,Single,1.02,1
357,03,2024-07-06 05:42:00,29,147,58,Single,1.5,1
357,15,2024-07-06 05:45:00,29,147,58,Single,0.68,1
358,27,2024-07-06 05:38:00,57,170,68,Married,1.39,2
358,23,2024-07-06 05:43:00,57,170,68,Married,1.4,2
358,24,2024-07-06 05:47:00,57,170,68,Married,1.06,2
358,20,2024-07-06 05:52:00,57,170,68,Married,0.19,2
358,25,2024-07-06 05:53:00,57,170,68,Married,0.54,2
358,22,2024-07-06 05:56:00,57,170,68,Married,1.12,2
358,79,2024-07-06 05:58:00,57,170,68,Married,0.11,2
358,70,2024-07-06 05:59:00,57,170,68,Married,0.39,2
358,75,2024-07-06 06:01:00,57,170,68,Married,1.41,2
358,74,2024-07-06 06:02:00,57,170,68,Married,0.4,2
358,413,2024-07-06 06:04:00,57,170,68,Married,0.62,2
358,413,2024-07-06 06:06:00,57,170,68,Married,0.68,2
358,411,2024-07-06 06:08:00,57,170,68,Married,0.22,2
358,415,2024-07-06 06:09:00,57,170,68,Married,0.25,2
358,410,2024-07-06 06:14:00,57,170,68,Married,0.11,2
359,52,2024-07-06 05:52:00,69,155,54,Married,1.25,3
359,512,2024-07-06 05:53:00,69,155,54,Married,0.6,3
360,00,2024-07-06 06:03:00,35,155,43,Single,1.45,2
360,010,2024-07-06 06:07:00,35,155,43,Single,1.12,2
360,08,2024-07-06 06:08:00,35,155,43,Single,0.11,2
360,47,2024-07-06 06:12:00,35,155,43,Single,0.19,2
360,412,2024-07-06 06:13:00,35,155,43,Single,0.93,2
360,412,2024-07-06 06:18:00,35,155,43,Single,0.95,2
360,411,2024-07-06 06:20:00,35,155,43,Single,1.25,2
360,44,2024-07-06 06:21:00,35,155,43,Single,1.05,2
360,417,2024-07-06 06:26:00,35,155,43,Single,0.24,2
360,417,2024-07-06 06:27:00,35,155,43,Single,0.71,2
360,415,2024-07-06 06:29:00,35,155,43,Single,0.24,2
360,49,2024-07-06 06:32:00,35,155,43,Single,0.54,2
360,412,2024-07-06 06:34:00,35,155,43,Single,0.63,2
361,115,2024-07-06 06:11:00,74,159,49,Married,0.19,3
361,11,2024-07-06 06:13:00,74,159,49,Married,0.99,3
361,79,2024-07-06 06:16:00,74,159,49,Married,1.44,3
361,713,2024-07-06 06:19:00,74,159,49,Married,0.66,3
361,711,2024-07-06 06:24:00,74,159,49,Married,0.29,3
361,710,2024-07-06 06:25:00,74,159,49,Married,0.72,3
361,71,2024-07-06 06:26:00,74,159,49,Married,1.44,3
361,78,2024-07-06 06:30:00,74,159,49,Married,0.32,3
361,27,2024-07-06 06:35:00,74,159,49,Married,1.11,3
361,25,2024-07-06 06:39:00,74,159,49,Married,1.14,3
361,25,2024-07-06 06:40:00,74,159,49,Married,0.77,3
361,23,2024-07-06 06:41:00,74,159,49,Married,1.42,3
361,28,2024-07-06 06:43:00,74,159,49,Married,1.17,3
361,79,2024-07-06 06:48:00,74,159,49,Married,1.22,3
361,71,2024-07-06 06:53:00,74,159,49,Married,0.74,3
361,714,2024-07-06 06:57:00,74,159,49,Married,1.31,3
361,78,2024-07-06 07:00:00,74,159,49,Married,0.45,3
361,79,2024-07-06 07:01:00,74,159,49,Married,1.07,3
361,714,2024-07-06 07:04:00,74,159,49,Married,0.7,3
361,71,2024-07-06 07:08:00,74,159,49,Married,0.71,3
361,70,2024-07-06 07:12:00,74,159,49,Married,1.45,3
362,20,2024-07-06 06:22:00,66,148,40,Married,0.94,3
362,25,2024-07-06 06:27:00,66,148,40,Married,0.47,3
362,24,2024-07-06 06:30:00,66,148,40,Married,1.48,3
363,79,2024-07-06 06:33:00,70,170,66,Married,1.23,3
364,113,2024-07-06 06:45:00,43,175,72,Married,0.83,2
364,116,2024-07-06 06:46:00,43,175,72,Married,0.8,2
364,112,2024-07-06 06:49:00,43,175,72,Married,0.33,2
365,36,2024-07-06 06:45:00,42,170,75,Married,0.34,2
365,30,2024-07-06 06:49:00,42,170,75,Married,0.39,2
365,315,2024-07-06 06:53:00,42,170,75,Married,1.22,2
365,312,2024-07-06 06:54:00,42,170,75,Married,1.18,2
365,39,2024-07-06 06:58:00,42,170,75,Married,0.83,2
365,314,2024-07-06 06:59:00,42,170,75,Married,1.27,2
365,012,2024-07-06 07:00:00,42,170,75,Married,1.45,2
365,011,2024-07-06 07:04:00,42,170,75,Married,0.67,2
365,08,2024-07-06 07:08:00,42,170,75,Married,0.35,2
366,712,2024-07-06 06:51:00,70,175,81,Married,0.21,3
366,710,2024-07-06 06:56:00,70,175,81,Married,1.2,3
366,74,2024-07-06 06:59:00,70,175,81,Married,0.29,3
366,76,2024-07-06 07:02:00,70,175,81,Married,1.03,3
366,714,2024-07-06 07:03:00,70,175,81,Married,1.2,3
366,75,2024-07-06 07:05:00,70,175,81,Married,1.45,3
366,56,2024-07-06 07:10:00,70,175,81,Married,0.58,3
366,010,2024-07-06 07:15:00,70,175,81,Married,1.12,3
366,08,2024-07-06 07:18:00,70,175,81,Married,0.58,3
367,010,2024-07-06 06:51:00,31,163,43,Single,1.41,2
367,05,2024-07-06 06:56:00,31,163,43,Single,0.31,2
367,02,2024-07-06 06:59:00,31,163,43,Single,1.38,2
367,01,2024-07-06 07:01:00,31,163,43,Single,0.91,2
367,31,2024-07-06 07:02:00,31,163,43,Single,1.24,2
367,315,2024-07-06 07:04:00,31,163,43,Single,0.63,2
367,315,2024-07-06 07:07:00,31,163,43,Single,0.85,2
367,317,2024-07-06 07:10:00,31,163,43,Single,0.87,2
367,312,2024-07-06 07:11:00,31,163,43,Single,0.6,2
367,318,2024-07-06 07:14:00,31,163,43,Single,1.27,2
368,02,2024-07-06 06:51:00,50,149,41,Married,0.59,2
368,113,2024-07-06 06:53:00,50,149,41,Married,1.23,2
368,19,2024-07-06 06:54:00,50,149,41,Married,0.34,2
368,15,2024-07-06 06:56:00,50,149,41,Married,0.46,2
369,13,2024-07-06 06:55:00,43,160,58,Married,1.0,2
369,113,2024-07-06 06:58:00,43,160,58,Married,1.25,2
370,514,2024-07-06 07:05:00,45,179,83,Married,1.35,2
370,53,2024-07-06 07:07:00,45,179,83,Married,0.28,2
370,515,2024-07-06 07:08:00,45,179,83,Married,0.66,2
370,25,2024-07-06 07:11:00,45,179,83,Married,0.92,2
371,64,2024-07-06 07:11:00,42,166,48,Married,0.68,2
371,69,2024-07-06 07:13:00,42,166,48,Married,1.47,2
371,68,2024-07-06 07:16:00,42,166,48,Married,0.61,2
371,44,2024-07-06 07:21:00,42,166,48,Married,0.32,2
371,412,2024-07-06 07:22:00,42,166,48,Married,1.11,2
371,43,2024-07-06 07:25:00,42,166,48,Married,0.91,2
372,60,2024-07-06 07:23:00,61,173,74,Married,0.71,3
372,61,2024-07-06 07:24:00,61,173,74,Married,1.21,3
372,05,2024-07-06 07:26:00,61,173,74,Married,0.73,3
372,08,2024-07-06 07:30:00,61,173,74,Married,0.32,3
372,07,2024-07-06 07:33:00,61,173,74,Married,1.32,3
372,05,2024-07-06 07:38:00,61,173,74,Married,1.25,3
372,010,2024-07-06 07:42:00,61,173,74,Married,0.84,3
372,012,2024-07-06 07:46:00,61,173,74,Married,1.27,3
372,09,2024-07-06 07:51:00,61,173,74,Married,1.4,3
372,02,2024-07-06 07:52:00,61,173,74,Married,0.34,3
372,06,2024-07-06 07:55:00,61,173,74,Married,0.89,3
372,27,2024-07-06 07:57:00,61,173,74,Married,0.6,3
372,616,2024-07-06 07:58:00,61,173,74,Married,0.48,3
372,62,2024-07-06 07:59:00,61,173,74,Married,1.19,3
372,61,2024-07-06 08:04:00,61,173,74,Married,0.56,3
372,64,2024-07-06 08:06:00,61,173,74,Married,0.7,3
372,68,2024-07-06 08:11:00,61,173,74,Married,1.26,3
372,66,2024-07-06 08:14:00,61,173,74,Married,0.92,3
373,117,2024-07-06 07:36:00,52,174,72,Married,0.56,2
374,27,2024-07-06 07:45:00,27,160,41,Single,0.14,1
374,25,2024-07-06 07:50:00,27,160,41,Single,1.16,1
374,25,2024-07-06 07:55:00,27,160,41,Single,0.23,1
374,26,2024-07-06 07:58:00,27,160,41,Single,0.2,1
374,24,2024-07-06 08:03:00,27,160,41,Single,0.55,1
374,21,2024-07-06 08:06:00,27,160,41,Single,1.27,1
374,27,2024-07-06 08:09:00,27,160,41,Single,0.2,1
374,23,2024-07-06 08:10:00,27,160,41,Single,1.15,1
374,79,2024-07-06 08:15:00,27,160,41,Single,1.4,1
374,22,2024-07-06 08:17:00,27,160,41,Single,0.25,1
374,22,2024-07-06 08:21:00,27,160,41,Single,0.27,1
374,26,2024-07-06 08:23:00,27,160,41,Single,0.54,1
374,26,2024-07-06 08:24:00,27,160,41,Single,1.15,1
374,26,2024-07-06 08:26:00,27,160,41,Single,0.95,1
375,03,2024-07-06 07:52:00,34,157,52,Married,1.15,2
375,01,2024-07-06 07:54:00,34,157,52,Married,1.33,2
375,012,2024-07-06 07:55:00,34,157,52,Married,0.18,2
376,79,2024-07-06 07:59:00,64,150,51,Single,0.8,3
376,714,2024-07-06 08:00:00,64,150,51,Single,0.6,3
376,78,2024-07-06 08:02:00,64,150,51,Single,1.2,3
376,72,2024-07-06 08:07:00,64,150,51,Single,1.21,3
376,617,2024-07-06 08:09:00,64,150,51,Single,0.86,3
376,61,2024-07-06 08:11:00,64,150,51,Single,0.26,3
376,60,2024-07-06 08:13:00,64,150,51,Single,0.89,3
376,615,2024-07-06 08:18:00,64,150,51,Single,0.32,3
376,010,2024-07-06 08:19:00,64,150,51,Single,0.62,3
376,03,2024-07-06 08:23:00,64,150,51,Single,0.77,3
376,03,2024-07-06 08:27:00,64,150,51,Single,0.94,3
376,06,2024-07-06 08:30:00,64,150,51,Single,0.75,3
376,02,2024-07-06 08:35:00,64,150,51,Single,0.9,3
376,010,2024-07-06 08:36:00,64,150,51,Single,1.43,3
376,72,2024-07-06 08:40:00,64,150,51,Single,1.0,3
376,79,2024-07-06 08:42:00,64,150,51,Single,0.53,3
376,710,2024-07-06 08:46:00,64,150,51,Single,0.4,3
376,78,2024-07-06 08:47:00,64,150,51,Single,1.5,3
376,28,2024-07-06 08:48:00,64,150,51,Single,0.47,3
376,20,2024-07-06 08:53:00,64,150,51,Single,0.61,3
376,25,2024-07-06 08:57:00,64,150,51,Single,0.57,3
376,24,2024-07-06 09:01:00,64,150,51,Single,1.45,3
377,25,2024-07-06 08:11:00,66,151,44,Married,0.85,3
377,21,2024-07-06 08:14:00,66,151,44,Married,0.35,3
377,22,2024-07-06 08:17:00,66,151,44,Married,0.18,3
377,21,2024-07-06 08:21:00,66,151,44,Married,1.21,3
377,27,2024-07-06 08:24:00,66,151,44,Married,0.26,3
377,611,2024-07-06 08:29:00,66,151,44,Married,0.45,3
378,09,2024-07-06 08:25:00,41,178,67,Married,0.44,2
378,02,2024-07-06 08:27:00,41,178,67,Married,0.11,2
378,011,2024-07-06 08:32:00,41,178,67,Married,1.34,2
378,06,2024-07-06 08:35:00,41,178,67,Married,0.84,2
378,71,2024-07-06 08:39:00,41,178,67,Married,0.14,2
378,72,2024-07-06 08:41:00,41,178,67,Married,0.44,2
378,74,2024-07-06 08:45:00,41,178,67,Married,1.33,2
378,78,2024-07-06 08:50:00,41,178,67,Married,0.84,2
378,712,2024-07-06 08:55:00,41,178,67,Married,0.96,2
379,40,2024-07-06 08:31:00,62,154,57,Married,1.19,3
379,712,2024-07-06 08:32:00,62,154,57,Married,1.41,3
379,47,2024-07-06 08:35:00,62,154,57,Married,0.68,3
379,46,2024-07-06 08:38:00,62,154,57,Married,0.74,3
380,011,2024-07-06 08:32:00,32,159,42,Single,0.53,2
380,06,2024-07-06 08:34:00,32,159,42,Single,0.41,2
380,05,2024-07-06 08:35:00,32,159,42,Single,1.13,2
380,33,2024-07-06 08:38:00,32,159,42,Single,1.36,2
380,34,2024-07-06 08:41:00,32,159,42,Single,1.3,2
380,316,2024-07-06 08:42:00,32,159,42,Single,0.94,2
380,316,2024-07-06 08:45:00,32,159,42,Single,1.36,2
380,511,2024-07-06 08:47:00,32,159,42,Single,0.79,2
380,515,2024-07-06 08:49:00,32,159,42,Single,1.03,2
380,55,2024-07-06 08:54:00,32,159,42,Single,0.49,2
380,54,2024-07-06 08:57:00,32,159,42,Single,1.08,2
380,51,2024-07-06 08:59:00,32,159,42,Single,0.6,2
380,53,2024-07-06 09:04:00,32,159,42,Single,0.75,2
380,19,2024-07-06 09:06:00,32,159,42,Single,0.94,2
380,15,2024-07-06 09:10:00,32,159,42,Single,0.11,2
380,16,2024-07-06 09:13:00,32,159,42,Single,1.43,2
380,115,2024-07-06 09:14:00,32,159,42,Single,0.76,2
380,418,2024-07-06 09:19:00,32,159,42,Single,1.01,2
380,45,2024-07-06 09:20:00,32,159,42,Single,0.79,2
380,416,2024-07-06 09:23:00,32,159,42,Single,1.33,2
380,47,2024-07-06 09:26:00,32,159,42,Single,0.3,2
381,78,2024-07-06 08:45:00,24,153,49,Single,0.44,1
381,75,2024-07-06 08:46:00,24,153,49,Single,0.35,1
381,79,2024-07-06 08:51:00,24,153,49,Single,0.29,1
381,713,2024-07-06 08:53:00,24,153,49,Single,0.91,1
381,714,2024-07-06 08:58:00,24,153,49,Single,0.81,1
381,15,2024-07-06 09:01:00,24,153,49,Single,1.49,1
381,17,2024-07-06 09:05:00,24,153,49,Single,0.49,1
381,15,2024-07-06 09:06:00,24,153,49,Single,0.73,1
381,19,2024-07-06 09:11:00,24,153,49,Single,0.35,1
381,18,2024-07-06 09:14:00,24,153,49,Single,1.33,1
381,110,2024-07-06 09:17:00,24,153,49,Single,0.77,1
381,314,2024-07-06 09:21:00,24,153,49,Single,1.03,1
381,319,2024-07-06 09:24:00,24,153,49,Single,1.1,1
381,321,2024-07-06 09:29:00,24,153,49,Single,0.73,1
382,75,2024-07-06 08:56:00,44,174,81,Married,0.67,2
382,317,2024-07-06 08:59:00,44,174,81,Married,0.26,2
382,312,2024-07-06 09:03:00,44,174,81,Married,0.82,2
382,23,2024-07-06 09:04:00,44,174,81,Married,1.22,2
382,26,2024-07-06 09:06:00,44,174,81,Married,1.08,2
382,24,2024-07-06 09:09:00,44,174,81,Married,0.93,2
382,21,2024-07-06 09:12:00,44,174,81,Married,0.33,2
382,21,2024-07-06 09:17:00,44,174,81,Married,0.97,2
382,77,2024-07-06 09:19:00,44,174,81,Married,0.3,2
382,317,2024-07-06 09:21:00,44,174,81,Married,0.84,2
382,33,2024-07-06 09:26:00,44,174,81,Married,0.51,2
382,39,2024-07-06 09:29:00,44,174,81,Married,0.72,2
382,318,2024-07-06 09:30:00,44,174,81,Married,1.46,2
382,322,2024-07-06 09:35:00,44,174,81,Married,1.0,2
383,712,2024-07-06 09:05:00,60,177,69,Married,1.45,2
383,76,2024-07-06 09:09:00,60,177,69,Married,0.85,2
383,13,2024-07-06 09:10:00,60,177,69,Married,0.48,2
383,11,2024-07-06 09:11:00,60,177,69,Married,0.23,2
383,10,2024-07-06 09:14:00,60,177,69,Married,0.81,2
383,713,2024-07-06 09:15:00,60,177,69,Married,0.65,2
383,73,2024-07-06 09:18:00,60,177,69,Married,0.85,2
383,77,2024-07-06 09:21:00,60,177,69,Married,0.89,2
383,73,2024-07-06 09:22:00,60,177,69,Married,1.31,2
383,77,2024-07-06 09:27:00,60,177,69,Married,0.82,2
383,72,2024-07-06 09:32:00,60,177,69,Married,0.23,2
383,715,2024-07-06 09:34:00,60,177,69,Married,0.83,2
383,76,2024-07-06 09:37:00,60,177,69,Married,0.17,2
383,71,2024-07-06 09:41:00,60,177,69,Married,1.11,2
383,71,2024-07-06 09:45:00,60,177,69,Married,0.53,2
383,75,2024-07-06 09:50:00,60,177,69,Married,0.82,2
383,711,2024-07-06 09:53:00,60,177,69,Married,1.35,2
383,15,2024-07-06 09:55:00,60,177,69,Married,0.3,2
383,17,2024-07-06 09:59:00,60,177,69,Married,0.13,2
383,15,2024-07-06 10:02:00,60,177,69,Married,1.04,2
384,49,2024-07-06 09:18:00,69,153,44,Married,0.78,3
384,43,2024-07-06 09:22:00,69,153,44,Married,0.19,3
384,41,2024-07-06 09:26:00,69,153,44,Married,0.66,3
384,415,2024-07-06 09:30:00,69,153,44,Married,0.5,3
384,46,2024-07-06 09:32:00,69,153,44,Married,1.24,3
384,47,2024-07-06 09:34:00,69,153,44,Married,0.21,3
385,75,2024-07-06 09:21:00,49,151,46,Married,0.71,2
385,79,2024-07-06 09:26:00,49,151,46,Married,0.18,2
385,710,2024-07-06 09:27:00,49,151,46,Married,0.83,2
386,012,2024-07-06 09:21:00,27,178,58,Single,1.03,1
386,02,2024-07-06 09:22:00,27,178,58,Single,1.19,1
387,416,2024-07-06 09:26:00,18,170,63,Single,0.34,1
387,710,2024-07-06 09:28:00,18,170,63,Single,1.03,1
388,710,2024-07-06 09:33:00,44,176,75,Married,0.76,2
388,77,2024-07-06 09:37:00,44,176,75,Married,1.35,2
388,712,2024-07-06 09:39:00,44,176,75,Married,0.77,2
388,73,2024-07-06 09:41:00,44,176,75,Married,0.33,2
388,73,2024-07-06 09:46:00,44,176,75,Married,1.37,2
388,42,2024-07-06 09:51:00,44,176,75,Married,0.3,2
388,412,2024-07-06 09:53:00,44,176,75,Married,0.72,2
388,46,2024-07-06 09:54:00,44,176,75,Married,0.81,2
388,43,2024-07-06 09:56:00,44,176,75,Married,0.29,2
388,40,2024-07-06 10:01:00,44,176,75,Married,1.5,2
388,42,2024-07-06 10:05:00,44,176,75,Married,0.33,2
389,77,2024-07-06 09:45:00,71,165,42,Married,0.54,3
389,77,2024-07-06 09:48:00,71,165,42,Married,1.07,3
389,712,2024-07-06 09:50:00,71,165,42,Married,0.85,3
389,713,2024-07-06 09:54:00,71,165,42,Married,0.75,3
389,115,2024-07-06 09:56:00,71,165,42,Married,0.59,3
389,112,2024-07-06 10:01:00,71,165,42,Married,1.46,3
389,15,2024-07-06 10:03:00,71,165,42,Married,1.21,3
390,512,2024-07-06 09:59:00,75,152,58,Married,1.08,3
390,514,2024-07-06 10:03:00,75,152,58,Married,1.01,3
390,53,2024-07-06 10:05:00,75,152,58,Married,0.82,3
390,514,2024-07-06 10:08:00,75,152,58,Married,1.16,3
390,511,2024-07-06 10:10:00,75,152,58,Married,0.78,3
390,56,2024-07-06 10:15:00,75,152,58,Married,0.32,3
390,01,2024-07-06 10:18:00,75,152,58,Married,0.36,3
390,22,2024-07-06 10:22:00,75,152,58,Married,0.41,3
390,20,2024-07-06 10:25:00,75,152,58,Married,1.49,3
390,22,2024-07-06 10:28:00,75,152,58,Married,0.22,3
390,21,2024-07-06 10:29:00,75,152,58,Married,0.91,3
391,116,2024-07-06 10:12:00,37,149,41,Married,0.43,2
391,116,2024-07-06 10:16:00,37,149,41,Married,1.46,2
391,11,2024-07-06 10:17:00,37,149,41,Married,0.31,2
391,18,2024-07-06 10:18:00,37,149,41,Married,0.32,2
392,73,2024-07-06 10:16:00,32,157,56,Single,1.23,2
392,710,2024-07-06 10:20:00,32,157,56,Single,1.01,2
392,70,2024-07-06 10:22:00,32,157,56,Single,0.16,2
392,74,2024-07-06 10:24:00,32,157,56,Single,1.29,2
393,317,2024-07-06 10:16:00,70,150,46,Married,0.61,3
393,30,2024-07-06 10:18:00,70,150,46,Married,0.45,3
393,314,2024-07-06 10:21:00,70,150,46,Married,1.36,3
394,313,2024-07-06 10:19:00,22,161,41,Single,1.31,1
394,315,2024-07-06 10:22:00,22,161,41,Single,1.19,1
394,319,2024-07-06 10:26:00,22,161,41,Single,0.54,1
394,713,2024-07-06 10:28:00,22,161,41,Single,1.35,1
394,61,2024-07-06 10:33:00,22,161,41,Single,0.82,1
394,68,2024-07-06 10:38:00,22,161,41,Single,1.09,1
395,418,2024-07-06 10:25:00,44,148,47,Married,0.61,2
395,413,2024-07-06 10:28:00,44,148,47,Married,0.35,2
395,72,2024-07-06 10:33:00,44,148,47,Married,0.11,2
395,73,2024-07-06 10:35:00,44,148,47,Married,1.32,2
395,78,2024-07-06 10:40:00,44,148,47,Married,0.33,2
396,63,2024-07-06 10:26:00,40,155,58,Married,0.79,2
396,63,2024-07-06 10:28:00,40,155,58,Married,0.69,2
396,61,2024-07-06 10:32:00,40,155,58,Married,0.52,2
396,612,2024-07-06 10:37:00,40,155,58,Married,0.96,2
396,76,2024-07-06 10:38:00,40,155,58,Married,0.66,2
396,79,2024-07-06 10:39:00,40,155,58,Married,0.58,2
396,72,2024-07-06 10:40:00,40,155,58,Married,1.12,2
396,77,2024-07-06 10:42:00,40,155,58,Married,1.44,2
396,79,2024-07-06 10:47:00,40,155,58,Married,0.61,2
396,72,2024-07-06 10:51:00,40,155,58,Married,0.74,2
396,76,2024-07-06 10:56:00,40,155,58,Married,0.73,2
396,79,2024-07-06 10:58:00,40,155,58,Married,0.59,2
396,712,2024-07-06 11:01:00,40,155,58,Married,0.64,2
396,79,2024-07-06 11:06:00,40,155,58,Married,0.41,2
396,713,2024-07-06 11:09:00,40,155,58,Married,0.89,2
396,77,2024-07-06 11:11:00,40,155,58,Married,1.2,2
396,79,2024-07-06 11:15:00,40,155,58,Married,0.79,2
397,417,2024-07-06 10:36:00,24,154,54,Single,1.07,1
397,711,2024-07-06 10:40:00,24,154,54,Single,0.6,1
398,012,2024-07-06 10:44:00,18,177,86,Single,1.35,1
398,02,2024-07-06 10:46:00,18,177,86,Single,1.44,1
398,011,2024-07-06 10:51:00,18,177,86,Single,1.01,1
398,07,2024-07-06 10:54:00,18,177,86,Single,1.26,1
398,09,2024-07-06 10:56:00,18,177,86,Single,0.45,1
398,710,2024-07-06 10:57:00,18,177,86,Single,0.19,1
398,73,2024-07-06 10:58:00,18,177,86,Single,0.28,1
398,77,2024-07-06 11:01:00,18,177,86,Single,0.46,1
398,76,2024-07-06 11:05:00,18,177,86,Single,0.99,1
399,310,2024-07-06 10:49:00,59,177,78,Married,0.59,2
399,31,2024-07-06 10:50:00,59,177,78,Married,0.5,2
399,318,2024-07-06 10:53:00,59,177,78,Married,1.48,2
399,318,2024-07-06 10:54:00,59,177,78,Married,0.25,2
399,23,2024-07-06 10:55:00,59,177,78,Married,0.21,2
399,012,2024-07-06 10:58:00,59,177,78,Married,0.75,2
399,04,2024-07-06 10:59:00,59,177,78,Married,0.43,2
399,611,2024-07-06 11:00:00,59,177,78,Married,0.55,2
399,65,2024-07-06 11:04:00,59,177,78,Married,0.33,2
399,617,2024-07-06 11:07:00,59,177,78,Married,0.72,2
400,52,2024-07-06 10:59:00,59,153,55,Married,0.53,2
400,57,2024-07-06 11:01:00,59,153,55,Married,0.84,2
400,56,2024-07-06 11:02:00,59,153,55,Married,1.35,2
400,56,2024-07-06 11:06:00,59,153,55,Married,1.13,2
400,513,2024-07-06 11:08:00,59,153,55,Married,0.7,2
400,57,2024-07-06 11:12:00,59,153,55,Married,1.34,2
400,42,2024-07-06 11:13:00,59,153,55,Married,0.35,2
400,417,2024-07-06 11:18:00,59,153,55,Married,1.47,2
400,417,2024-07-06 11:20:00,59,153,55,Married,1.06,2
400,76,2024-07-06 11:22:00,59,153,55,Married,1.33,2
400,71,2024-07-06 11:25:00,59,153,55,Married,1.26,2
400,49,2024-07-06 11:30:00,59,153,55,Married,0.22,2
400,40,2024-07-06 11:31:00,59,153,55,Married,0.51,2
400,40,2024-07-06 11:33:00,59,153,55,Married,0.28,2
400,40,2024-07-06 11:35:00,59,153,55,Married,1.24,2
400,45,2024-07-06 11:40:00,59,153,55,Married,0.47,2
401,50,2024-07-06 11:02:00,20,150,53,Single,0.55,1
401,52,2024-07-06 11:06:00,20,150,53,Single,0.61,1
401,51,2024-07-06 11:10:00,20,150,53,Single,0.7,1
401,57,2024-07-06 11:12:00,20,150,53,Single,0.67,1
401,511,2024-07-06 11:14:00,20,150,53,Single,0.34,1
401,06,2024-07-06 11:15:00,20,150,53,Single,0.32,1
401,20,2024-07-06 11:17:00,20,150,53,Single,0.86,1
401,27,2024-07-06 11:22:00,20,150,53,Single,0.35,1
401,21,2024-07-06 11:23:00,20,150,53,Single,0.77,1
401,25,2024-07-06 11:28:00,20,150,53,Single,1.2,1
401,24,2024-07-06 11:29:00,20,150,53,Single,0.38,1
401,19,2024-07-06 11:34:00,20,150,53,Single,1.43,1
401,117,2024-07-06 11:37:00,20,150,53,Single,1.02,1
401,14,2024-07-06 11:39:00,20,150,53,Single,1.07,1
401,11,2024-07-06 11:43:00,20,150,53,Single,1.36,1
401,110,2024-07-06 11:45:00,20,150,53,Single,0.45,1
402,19,2024-07-06 11:02:00,36,173,61,Married,0.17,2
402,10,2024-07-06 11:03:00,36,173,61,Married,1.13,2
402,12,2024-07-06 11:07:00,36,173,61,Married,1.33,2
402,320,2024-07-06 11:11:00,36,173,61,Married,1.2,2
402,313,2024-07-06 11:13:00,36,173,61,Married,0.59,2
402,72,2024-07-06 11:18:00,36,173,61,Married,1.26,2
402,78,2024-07-06 11:20:00,36,173,61,Married,0.26,2
402,79,2024-07-06 11:22:00,36,173,61,Married,0.95,2
402,79,2024-07-06 11:26:00,36,173,61,Married,0.48,2
402,73,2024-07-06 11:30:00,36,173,61,Married,1.15,2
402,77,2024-07-06 11:32:00,36,173,61,Married,1.35,2
402,75,2024-07-06 11:37:00,36,173,61,Married,0.7,2
402,72,2024-07-06 11:42:00,36,173,61,Married,0.52,2
402,63,2024-07-06 11:43:00,36,173,61,Married,1.04,2
402,66,2024-07-06 11:45:00,36,173,61,Married,0.67,2
402,60,2024-07-06 11:49:00,36,173,61,Married,1.13,2
402,617,2024-07-06 11:51:00,36,173,61,Married,1.08,2
402,67,2024-07-06 11:54:00,36,173,61,Married,0.42,2
402,67,2024-07-06 11:58:00,36,173,61,Married,0.87,2
403,711,2024-07-06 11:09:00,46,162,51,Married,0.3,2
