si_id,shelf_id,item_id,person_id,timestamp,date,time,holding_the_bag,picking_up_item,returning_item,putting_item_into_bag,taking_item_out_of_bag,putting_item_into_bag_in_the_2nd_time,holding_the_item_(s),looking_at_item_(s),is_buy,dow
77,7,7,115,2024-07-06 00:27:00,2024-07-06,00:27:00,True,True,False,True,True,False,True,True,False,Saturday
77,7,7,115,2024-07-06 00:32:00,2024-07-06,00:32:00,True,True,True,True,,True,True,True,False,Saturday
78,7,8,115,2024-07-06 00:37:00,2024-07-06,00:37:00,True,True,False,True,False,False,True,True,True,Saturday
78,7,8,115,2024-07-06 00:42:00,2024-07-06,00:42:00,True,True,True,True,False,True,True,True,False,Saturday
715,7,15,115,2024-07-06 00:45:00,2024-07-06,00:45:00,True,True,False,True,False,False,True,True,True,Saturday
73,7,3,116,2024-07-06 00:26:00,2024-07-06,00:26:00,False,True,False,False,False,,True,True,False,Saturday
74,7,4,116,2024-07-06 00:27:00,2024-07-06,00:27:00,False,True,False,True,False,,True,True,True,Saturday
711,7,11,116,2024-07-06 00:30:00,2024-07-06,00:30:00,False,True,False,True,False,True,True,True,True,Saturday
06,0,6,116,2024-07-06 00:32:00,2024-07-06,00:32:00,False,True,False,True,False,False,True,True,True,Saturday
317,3,17,117,2024-07-06 00:39:00,2024-07-06,00:39:00,False,True,False,True,False,False,True,True,True,Saturday
35,3,5,117,2024-07-06 00:40:00,2024-07-06,00:40:00,False,True,True,True,False,False,True,True,False,Saturday
311,3,11,117,2024-07-06 00:42:00,2024-07-06,00:42:00,False,True,True,True,True,False,True,True,False,Saturday
03,0,3,118,2024-07-06 00:42:00,2024-07-06,00:42:00,True,True,True,True,True,False,True,True,False,Saturday
08,0,8,118,2024-07-06 00:43:00,2024-07-06,00:43:00,True,True,True,,,True,True,True,False,Saturday
04,0,4,118,2024-07-06 00:46:00,2024-07-06,00:46:00,True,True,True,True,False,False,True,True,False,Saturday
01,0,1,118,2024-07-06 00:47:00,2024-07-06,00:47:00,True,True,False,False,True,,True,True,False,Saturday
24,2,4,118,2024-07-06 00:48:00,2024-07-06,00:48:00,True,True,True,False,False,True,True,True,False,Saturday
22,2,2,118,2024-07-06 00:51:00,2024-07-06,00:51:00,True,True,False,False,True,True,True,True,False,Saturday
112,1,12,118,2024-07-06 00:52:00,2024-07-06,00:52:00,True,True,False,False,True,False,True,True,False,Saturday
110,1,10,118,2024-07-06 00:55:00,2024-07-06,00:55:00,True,True,True,True,False,True,True,True,False,Saturday
110,1,10,118,2024-07-06 00:57:00,2024-07-06,00:57:00,True,True,False,True,False,False,True,True,True,Saturday
110,1,10,118,2024-07-06 01:02:00,2024-07-06,01:02:00,True,True,False,True,True,False,True,True,False,Saturday
117,1,17,118,2024-07-06 01:03:00,2024-07-06,01:03:00,True,True,False,True,False,,True,True,True,Saturday
56,5,6,118,2024-07-06 01:07:00,2024-07-06,01:07:00,True,True,True,,True,False,True,True,False,Saturday
413,4,13,119,2024-07-06 00:46:00,2024-07-06,00:46:00,False,True,True,,,True,True,True,False,Saturday
07,0,7,120,2024-07-06 00:52:00,2024-07-06,00:52:00,False,True,True,False,,True,True,True,False,Saturday
111,1,11,120,2024-07-06 00:57:00,2024-07-06,00:57:00,False,True,False,True,False,False,True,True,True,Saturday
18,1,8,120,2024-07-06 00:59:00,2024-07-06,00:59:00,False,True,True,False,True,False,True,True,False,Saturday
78,7,8,120,2024-07-06 01:01:00,2024-07-06,01:01:00,False,True,True,True,True,True,True,True,False,Saturday
26,2,6,121,2024-07-06 01:04:00,2024-07-06,01:04:00,True,True,False,False,,True,True,True,False,Saturday
28,2,8,121,2024-07-06 01:08:00,2024-07-06,01:08:00,True,True,False,False,True,False,True,True,False,Saturday
21,2,1,121,2024-07-06 01:10:00,2024-07-06,01:10:00,True,True,False,True,False,False,True,True,True,Saturday
27,2,7,121,2024-07-06 01:14:00,2024-07-06,01:14:00,True,True,False,True,False,,True,True,True,Saturday
23,2,3,121,2024-07-06 01:18:00,2024-07-06,01:18:00,True,True,True,,,False,True,True,False,Saturday
22,2,2,121,2024-07-06 01:20:00,2024-07-06,01:20:00,True,True,True,True,False,False,True,True,False,Saturday
412,4,12,121,2024-07-06 01:23:00,2024-07-06,01:23:00,True,True,True,False,False,True,True,True,False,Saturday
411,4,11,121,2024-07-06 01:24:00,2024-07-06,01:24:00,True,True,True,True,,False,True,True,False,Saturday
49,4,9,121,2024-07-06 01:29:00,2024-07-06,01:29:00,True,True,True,False,False,True,True,True,False,Saturday
416,4,16,121,2024-07-06 01:34:00,2024-07-06,01:34:00,True,True,False,True,False,True,True,True,True,Saturday
73,7,3,121,2024-07-06 01:36:00,2024-07-06,01:36:00,True,True,True,,,True,True,True,False,Saturday
71,7,1,121,2024-07-06 01:40:00,2024-07-06,01:40:00,True,True,False,False,,,True,True,False,Saturday
70,7,0,121,2024-07-06 01:42:00,2024-07-06,01:42:00,True,True,True,True,False,False,True,True,False,Saturday
711,7,11,121,2024-07-06 01:46:00,2024-07-06,01:46:00,True,True,True,False,True,,True,True,False,Saturday
77,7,7,121,2024-07-06 01:48:00,2024-07-06,01:48:00,True,True,False,False,False,,True,True,False,Saturday
714,7,14,121,2024-07-06 01:53:00,2024-07-06,01:53:00,True,True,True,False,False,,True,True,False,Saturday
70,7,0,121,2024-07-06 01:54:00,2024-07-06,01:54:00,True,True,False,True,False,False,True,True,True,Saturday
74,7,4,121,2024-07-06 01:55:00,2024-07-06,01:55:00,True,True,True,False,False,,True,True,False,Saturday
74,7,4,121,2024-07-06 02:00:00,2024-07-06,02:00:00,True,True,True,True,True,,True,True,False,Saturday
73,7,3,121,2024-07-06 02:02:00,2024-07-06,02:02:00,True,True,True,False,False,True,True,True,False,Saturday
112,1,12,121,2024-07-06 02:05:00,2024-07-06,02:05:00,True,True,False,False,True,,True,True,False,Saturday
116,1,16,121,2024-07-06 02:09:00,2024-07-06,02:09:00,True,True,False,False,False,True,True,True,True,Saturday
11,1,1,121,2024-07-06 02:10:00,2024-07-06,02:10:00,True,True,False,True,False,True,True,True,True,Saturday
12,1,2,121,2024-07-06 02:12:00,2024-07-06,02:12:00,True,True,False,True,False,True,True,True,True,Saturday
111,1,11,121,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,False,True,False,True,True,True,True,Saturday
24,2,4,122,2024-07-06 01:18:00,2024-07-06,01:18:00,True,True,False,False,False,False,True,True,False,Saturday
23,2,3,122,2024-07-06 01:19:00,2024-07-06,01:19:00,True,True,False,True,True,False,True,True,False,Saturday
25,2,5,122,2024-07-06 01:20:00,2024-07-06,01:20:00,True,True,False,True,True,False,True,True,False,Saturday
20,2,0,122,2024-07-06 01:21:00,2024-07-06,01:21:00,True,True,False,False,False,True,True,True,True,Saturday
23,2,3,122,2024-07-06 01:23:00,2024-07-06,01:23:00,True,True,True,True,False,,True,True,False,Saturday
22,2,2,122,2024-07-06 01:26:00,2024-07-06,01:26:00,True,True,False,False,False,True,True,True,True,Saturday
70,7,0,123,2024-07-06 01:23:00,2024-07-06,01:23:00,True,True,False,True,False,False,True,True,True,Saturday
73,7,3,123,2024-07-06 01:25:00,2024-07-06,01:25:00,True,True,False,False,False,,True,True,False,Saturday
79,7,9,123,2024-07-06 01:29:00,2024-07-06,01:29:00,True,True,False,False,True,True,True,True,False,Saturday
715,7,15,123,2024-07-06 01:34:00,2024-07-06,01:34:00,True,True,True,False,,False,True,True,False,Saturday
713,7,13,123,2024-07-06 01:38:00,2024-07-06,01:38:00,True,True,False,True,True,False,True,True,False,Saturday
713,7,13,123,2024-07-06 01:43:00,2024-07-06,01:43:00,True,True,False,True,False,False,True,True,True,Saturday
44,4,4,123,2024-07-06 01:47:00,2024-07-06,01:47:00,True,True,True,False,,True,True,True,False,Saturday
010,0,10,123,2024-07-06 01:50:00,2024-07-06,01:50:00,True,True,False,True,False,True,True,True,True,Saturday
02,0,2,123,2024-07-06 01:52:00,2024-07-06,01:52:00,True,True,True,True,True,,True,True,False,Saturday
011,0,11,123,2024-07-06 01:54:00,2024-07-06,01:54:00,True,True,False,True,False,False,True,True,True,Saturday
714,7,14,123,2024-07-06 01:58:00,2024-07-06,01:58:00,True,True,False,False,True,False,True,True,False,Saturday
416,4,16,123,2024-07-06 02:02:00,2024-07-06,02:02:00,True,True,False,False,True,False,True,True,False,Saturday
416,4,16,123,2024-07-06 02:07:00,2024-07-06,02:07:00,True,True,True,False,True,False,True,True,False,Saturday
76,7,6,124,2024-07-06 01:34:00,2024-07-06,01:34:00,True,True,False,False,True,False,True,True,False,Saturday
713,7,13,124,2024-07-06 01:38:00,2024-07-06,01:38:00,True,True,True,False,True,,True,True,False,Saturday
73,7,3,124,2024-07-06 01:41:00,2024-07-06,01:41:00,True,True,False,True,False,False,True,True,True,Saturday
710,7,10,124,2024-07-06 01:45:00,2024-07-06,01:45:00,True,True,True,,False,False,True,True,False,Saturday
22,2,2,124,2024-07-06 01:48:00,2024-07-06,01:48:00,True,True,False,True,True,False,True,True,False,Saturday
28,2,8,124,2024-07-06 01:51:00,2024-07-06,01:51:00,True,True,False,False,True,False,True,True,False,Saturday
21,2,1,124,2024-07-06 01:52:00,2024-07-06,01:52:00,True,True,False,True,False,True,True,True,True,Saturday
21,2,1,124,2024-07-06 01:55:00,2024-07-06,01:55:00,True,True,False,True,False,,True,True,True,Saturday
22,2,2,124,2024-07-06 01:57:00,2024-07-06,01:57:00,True,True,True,False,True,False,True,True,False,Saturday
21,2,1,124,2024-07-06 01:58:00,2024-07-06,01:58:00,True,True,False,True,False,False,True,True,True,Saturday
08,0,8,124,2024-07-06 02:02:00,2024-07-06,02:02:00,True,True,False,True,True,True,True,True,False,Saturday
02,0,2,124,2024-07-06 02:07:00,2024-07-06,02:07:00,True,True,True,True,False,False,True,True,False,Saturday
01,0,1,124,2024-07-06 02:09:00,2024-07-06,02:09:00,True,True,True,,True,False,True,True,False,Saturday
07,0,7,124,2024-07-06 02:13:00,2024-07-06,02:13:00,True,True,True,True,False,,True,True,False,Saturday
04,0,4,124,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,False,True,False,False,True,True,True,Saturday
01,0,1,124,2024-07-06 02:16:00,2024-07-06,02:16:00,True,True,False,False,,True,True,True,False,Saturday
00,0,0,125,2024-07-06 01:45:00,2024-07-06,01:45:00,True,True,False,True,True,True,True,True,False,Saturday
00,0,0,125,2024-07-06 01:50:00,2024-07-06,01:50:00,True,True,True,False,False,True,True,True,False,Saturday
10,1,0,125,2024-07-06 01:54:00,2024-07-06,01:54:00,True,True,True,False,True,True,True,True,False,Saturday
112,1,12,125,2024-07-06 01:55:00,2024-07-06,01:55:00,True,True,False,False,False,,True,True,False,Saturday
113,1,13,125,2024-07-06 01:59:00,2024-07-06,01:59:00,True,True,False,True,False,False,True,True,True,Saturday
616,6,16,125,2024-07-06 02:00:00,2024-07-06,02:00:00,True,True,False,True,False,False,True,True,True,Saturday
66,6,6,125,2024-07-06 02:05:00,2024-07-06,02:05:00,True,True,False,True,False,,True,True,True,Saturday
69,6,9,125,2024-07-06 02:09:00,2024-07-06,02:09:00,True,True,True,False,False,,True,True,False,Saturday
11,1,1,125,2024-07-06 02:12:00,2024-07-06,02:12:00,True,True,False,True,False,True,True,True,True,Saturday
115,1,15,125,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,False,True,False,False,True,True,True,Saturday
19,1,9,125,2024-07-06 02:18:00,2024-07-06,02:18:00,True,True,False,False,False,False,True,True,False,Saturday
18,1,8,125,2024-07-06 02:21:00,2024-07-06,02:21:00,True,True,False,True,False,True,True,True,True,Saturday
16,1,6,125,2024-07-06 02:22:00,2024-07-06,02:22:00,True,True,True,False,False,,True,True,False,Saturday
12,1,2,125,2024-07-06 02:25:00,2024-07-06,02:25:00,True,True,False,True,False,True,True,True,True,Saturday
117,1,17,125,2024-07-06 02:26:00,2024-07-06,02:26:00,True,True,True,False,False,True,True,True,False,Saturday
115,1,15,126,2024-07-06 01:46:00,2024-07-06,01:46:00,False,True,False,True,False,True,True,True,True,Saturday
15,1,5,126,2024-07-06 01:48:00,2024-07-06,01:48:00,False,True,False,True,False,True,True,True,True,Saturday
10,1,0,126,2024-07-06 01:53:00,2024-07-06,01:53:00,False,True,False,False,False,True,True,True,True,Saturday
319,3,19,127,2024-07-06 01:55:00,2024-07-06,01:55:00,True,True,False,True,False,True,True,True,True,Saturday
311,3,11,127,2024-07-06 01:59:00,2024-07-06,01:59:00,True,True,True,True,False,False,True,True,False,Saturday
310,3,10,127,2024-07-06 02:04:00,2024-07-06,02:04:00,True,True,True,True,False,True,True,True,False,Saturday
34,3,4,127,2024-07-06 02:05:00,2024-07-06,02:05:00,True,True,False,True,False,False,True,True,True,Saturday
02,0,2,127,2024-07-06 02:10:00,2024-07-06,02:10:00,True,True,False,False,False,,True,True,False,Saturday
04,0,4,127,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,False,False,False,True,True,True,True,Saturday
19,1,9,128,2024-07-06 02:03:00,2024-07-06,02:03:00,True,True,False,False,,False,True,True,False,Saturday
713,7,13,128,2024-07-06 02:08:00,2024-07-06,02:08:00,True,True,False,True,True,False,True,True,False,Saturday
715,7,15,128,2024-07-06 02:12:00,2024-07-06,02:12:00,True,True,False,True,True,False,True,True,False,Saturday
710,7,10,128,2024-07-06 02:13:00,2024-07-06,02:13:00,True,True,False,True,False,True,True,True,True,Saturday
75,7,5,128,2024-07-06 02:18:00,2024-07-06,02:18:00,True,True,False,True,False,True,True,True,True,Saturday
77,7,7,128,2024-07-06 02:23:00,2024-07-06,02:23:00,True,True,False,False,False,,True,True,False,Saturday
114,1,14,128,2024-07-06 02:26:00,2024-07-06,02:26:00,True,True,False,True,False,,True,True,True,Saturday
111,1,11,128,2024-07-06 02:30:00,2024-07-06,02:30:00,True,True,False,True,False,True,True,True,True,Saturday
18,1,8,128,2024-07-06 02:35:00,2024-07-06,02:35:00,True,True,True,,True,,True,True,False,Saturday
112,1,12,128,2024-07-06 02:40:00,2024-07-06,02:40:00,True,True,False,False,,False,True,True,False,Saturday
19,1,9,128,2024-07-06 02:44:00,2024-07-06,02:44:00,True,True,True,False,,False,True,True,False,Saturday
19,1,9,128,2024-07-06 02:48:00,2024-07-06,02:48:00,True,True,False,False,False,True,True,True,True,Saturday
38,3,8,129,2024-07-06 02:03:00,2024-07-06,02:03:00,True,True,True,,True,True,True,True,False,Saturday
313,3,13,129,2024-07-06 02:05:00,2024-07-06,02:05:00,True,True,True,True,False,,True,True,False,Saturday
30,3,0,129,2024-07-06 02:09:00,2024-07-06,02:09:00,True,True,False,True,True,True,True,True,False,Saturday
40,4,0,129,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,True,False,False,False,True,True,False,Saturday
413,4,13,129,2024-07-06 02:19:00,2024-07-06,02:19:00,True,True,False,True,True,True,True,True,False,Saturday
410,4,10,129,2024-07-06 02:20:00,2024-07-06,02:20:00,True,True,False,True,False,False,True,True,True,Saturday
412,4,12,129,2024-07-06 02:23:00,2024-07-06,02:23:00,True,True,True,False,,True,True,True,False,Saturday
321,3,21,129,2024-07-06 02:27:00,2024-07-06,02:27:00,True,True,True,False,True,,True,True,False,Saturday
65,6,5,129,2024-07-06 02:29:00,2024-07-06,02:29:00,True,True,False,True,True,False,True,True,False,Saturday
67,6,7,129,2024-07-06 02:30:00,2024-07-06,02:30:00,True,True,False,True,True,True,True,True,False,Saturday
611,6,11,129,2024-07-06 02:34:00,2024-07-06,02:34:00,True,True,True,False,False,False,True,True,False,Saturday
42,4,2,130,2024-07-06 02:14:00,2024-07-06,02:14:00,True,True,False,True,False,True,True,True,True,Saturday
511,5,11,130,2024-07-06 02:16:00,2024-07-06,02:16:00,True,True,False,True,False,,True,True,True,Saturday
513,5,13,130,2024-07-06 02:21:00,2024-07-06,02:21:00,True,True,False,True,True,False,True,True,False,Saturday
55,5,5,130,2024-07-06 02:24:00,2024-07-06,02:24:00,True,True,False,True,False,True,True,True,True,Saturday
52,5,2,130,2024-07-06 02:29:00,2024-07-06,02:29:00,True,True,False,True,True,False,True,True,False,Saturday
58,5,8,130,2024-07-06 02:31:00,2024-07-06,02:31:00,True,True,True,True,,True,True,True,False,Saturday
513,5,13,130,2024-07-06 02:33:00,2024-07-06,02:33:00,True,True,False,True,True,False,True,True,False,Saturday
28,2,8,131,2024-07-06 02:23:00,2024-07-06,02:23:00,True,True,True,True,,True,True,True,False,Saturday
23,2,3,131,2024-07-06 02:28:00,2024-07-06,02:28:00,True,True,False,True,False,True,True,True,True,Saturday
22,2,2,131,2024-07-06 02:32:00,2024-07-06,02:32:00,True,True,False,True,False,False,True,True,True,Saturday
13,1,3,131,2024-07-06 02:33:00,2024-07-06,02:33:00,True,True,False,False,False,,True,True,False,Saturday
47,4,7,131,2024-07-06 02:36:00,2024-07-06,02:36:00,True,True,True,False,True,True,True,True,False,Saturday
414,4,14,131,2024-07-06 02:41:00,2024-07-06,02:41:00,True,True,False,False,False,False,True,True,False,Saturday
411,4,11,131,2024-07-06 02:46:00,2024-07-06,02:46:00,True,True,False,True,False,True,True,True,True,Saturday
714,7,14,131,2024-07-06 02:50:00,2024-07-06,02:50:00,True,True,False,False,True,,True,True,False,Saturday
713,7,13,131,2024-07-06 02:52:00,2024-07-06,02:52:00,True,True,True,False,False,True,True,True,False,Saturday
61,6,1,132,2024-07-06 02:25:00,2024-07-06,02:25:00,False,True,False,True,True,True,True,True,False,Saturday
64,6,4,132,2024-07-06 02:27:00,2024-07-06,02:27:00,False,True,False,True,True,False,True,True,False,Saturday
07,0,7,132,2024-07-06 02:30:00,2024-07-06,02:30:00,False,True,True,False,True,True,True,True,False,Saturday
03,0,3,132,2024-07-06 02:31:00,2024-07-06,02:31:00,False,True,False,False,False,,True,True,False,Saturday
01,0,1,132,2024-07-06 02:36:00,2024-07-06,02:36:00,False,True,True,False,False,,True,True,False,Saturday
72,7,2,133,2024-07-06 02:31:00,2024-07-06,02:31:00,True,True,False,True,True,True,True,True,False,Saturday
714,7,14,133,2024-07-06 02:33:00,2024-07-06,02:33:00,True,True,True,,True,False,True,True,False,Saturday
712,7,12,133,2024-07-06 02:36:00,2024-07-06,02:36:00,True,True,False,False,True,,True,True,False,Saturday
715,7,15,133,2024-07-06 02:41:00,2024-07-06,02:41:00,True,True,False,False,False,False,True,True,False,Saturday
416,4,16,133,2024-07-06 02:46:00,2024-07-06,02:46:00,True,True,True,True,False,,True,True,False,Saturday
05,0,5,133,2024-07-06 02:49:00,2024-07-06,02:49:00,True,True,True,True,False,False,True,True,False,Saturday
03,0,3,133,2024-07-06 02:50:00,2024-07-06,02:50:00,True,True,False,False,False,True,True,True,True,Saturday
03,0,3,133,2024-07-06 02:53:00,2024-07-06,02:53:00,True,True,False,True,True,False,True,True,False,Saturday
010,0,10,133,2024-07-06 02:57:00,2024-07-06,02:57:00,True,True,True,True,False,True,True,True,False,Saturday
04,0,4,133,2024-07-06 03:01:00,2024-07-06,03:01:00,True,True,False,True,True,False,True,True,False,Saturday
07,0,7,133,2024-07-06 03:04:00,2024-07-06,03:04:00,True,True,False,True,True,False,True,True,False,Saturday
01,0,1,133,2024-07-06 03:06:00,2024-07-06,03:06:00,True,True,True,False,True,False,True,True,False,Saturday
02,0,2,133,2024-07-06 03:10:00,2024-07-06,03:10:00,True,True,True,True,True,,True,True,False,Saturday
20,2,0,134,2024-07-06 02:42:00,2024-07-06,02:42:00,True,True,False,True,False,,True,True,True,Saturday
23,2,3,134,2024-07-06 02:44:00,2024-07-06,02:44:00,True,True,True,True,False,True,True,True,False,Saturday
23,2,3,134,2024-07-06 02:49:00,2024-07-06,02:49:00,True,True,True,False,False,False,True,True,False,Saturday
25,2,5,134,2024-07-06 02:54:00,2024-07-06,02:54:00,True,True,False,True,False,False,True,True,True,Saturday
23,2,3,134,2024-07-06 02:58:00,2024-07-06,02:58:00,True,True,False,False,True,False,True,True,False,Saturday
28,2,8,134,2024-07-06 03:03:00,2024-07-06,03:03:00,True,True,True,False,True,False,True,True,False,Saturday
22,2,2,134,2024-07-06 03:08:00,2024-07-06,03:08:00,True,True,True,True,True,False,True,True,False,Saturday
25,2,5,134,2024-07-06 03:11:00,2024-07-06,03:11:00,True,True,False,False,False,False,True,True,False,Saturday
38,3,8,134,2024-07-06 03:12:00,2024-07-06,03:12:00,True,True,True,False,True,,True,True,False,Saturday
316,3,16,134,2024-07-06 03:15:00,2024-07-06,03:15:00,True,True,False,True,False,False,True,True,True,Saturday
35,3,5,134,2024-07-06 03:19:00,2024-07-06,03:19:00,True,True,True,False,,False,True,True,False,Saturday
415,4,15,135,2024-07-06 02:42:00,2024-07-06,02:42:00,True,True,False,False,False,True,True,True,True,Saturday
49,4,9,135,2024-07-06 02:44:00,2024-07-06,02:44:00,True,True,False,False,True,True,True,True,False,Saturday
413,4,13,135,2024-07-06 02:48:00,2024-07-06,02:48:00,True,True,True,,False,True,True,True,False,Saturday
412,4,12,135,2024-07-06 02:49:00,2024-07-06,02:49:00,True,True,True,True,True,True,True,True,False,Saturday
418,4,18,135,2024-07-06 02:53:00,2024-07-06,02:53:00,True,True,True,True,,,True,True,False,Saturday
413,4,13,135,2024-07-06 02:57:00,2024-07-06,02:57:00,True,True,True,True,,True,True,True,False,Saturday
70,7,0,136,2024-07-06 02:43:00,2024-07-06,02:43:00,True,True,False,True,False,True,True,True,True,Saturday
79,7,9,136,2024-07-06 02:44:00,2024-07-06,02:44:00,True,True,True,False,,False,True,True,False,Saturday
75,7,5,136,2024-07-06 02:46:00,2024-07-06,02:46:00,True,True,False,True,True,True,True,True,False,Saturday
70,7,0,136,2024-07-06 02:51:00,2024-07-06,02:51:00,True,True,False,True,False,False,True,True,True,Saturday
714,7,14,136,2024-07-06 02:56:00,2024-07-06,02:56:00,True,True,False,False,False,True,True,True,True,Saturday
71,7,1,136,2024-07-06 02:58:00,2024-07-06,02:58:00,True,True,False,False,,,True,True,False,Saturday
20,2,0,136,2024-07-06 02:59:00,2024-07-06,02:59:00,True,True,True,False,True,,True,True,False,Saturday
21,2,1,136,2024-07-06 03:00:00,2024-07-06,03:00:00,True,True,False,True,True,True,True,True,False,Saturday
21,2,1,136,2024-07-06 03:01:00,2024-07-06,03:01:00,True,True,False,True,False,False,True,True,True,Saturday
24,2,4,136,2024-07-06 03:03:00,2024-07-06,03:03:00,True,True,True,False,False,True,True,True,False,Saturday
26,2,6,136,2024-07-06 03:08:00,2024-07-06,03:08:00,True,True,False,True,False,,True,True,True,Saturday
27,2,7,136,2024-07-06 03:12:00,2024-07-06,03:12:00,True,True,False,True,False,False,True,True,True,Saturday
78,7,8,136,2024-07-06 03:16:00,2024-07-06,03:16:00,True,True,False,True,False,False,True,True,True,Saturday
75,7,5,136,2024-07-06 03:18:00,2024-07-06,03:18:00,True,True,False,True,False,True,True,True,True,Saturday
75,7,5,136,2024-07-06 03:23:00,2024-07-06,03:23:00,True,True,True,True,False,False,True,True,False,Saturday
78,7,8,136,2024-07-06 03:24:00,2024-07-06,03:24:00,True,True,True,False,False,,True,True,False,Saturday
76,7,6,136,2024-07-06 03:28:00,2024-07-06,03:28:00,True,True,False,False,True,False,True,True,False,Saturday
319,3,19,136,2024-07-06 03:29:00,2024-07-06,03:29:00,True,True,False,True,True,True,True,True,False,Saturday
35,3,5,136,2024-07-06 03:33:00,2024-07-06,03:33:00,True,True,True,False,,False,True,True,False,Saturday
311,3,11,136,2024-07-06 03:34:00,2024-07-06,03:34:00,True,True,True,True,,False,True,True,False,Saturday
76,7,6,137,2024-07-06 02:47:00,2024-07-06,02:47:00,True,True,True,True,False,,True,True,False,Saturday
712,7,12,137,2024-07-06 02:50:00,2024-07-06,02:50:00,True,True,True,False,False,False,True,True,False,Saturday
712,7,12,137,2024-07-06 02:51:00,2024-07-06,02:51:00,True,True,True,True,,True,True,True,False,Saturday
73,7,3,137,2024-07-06 02:55:00,2024-07-06,02:55:00,True,True,True,True,False,True,True,True,False,Saturday
72,7,2,137,2024-07-06 02:59:00,2024-07-06,02:59:00,True,True,True,,,,True,True,False,Saturday
78,7,8,137,2024-07-06 03:01:00,2024-07-06,03:01:00,True,True,False,False,True,False,True,True,False,Saturday
710,7,10,137,2024-07-06 03:06:00,2024-07-06,03:06:00,True,True,False,True,True,False,True,True,False,Saturday
74,7,4,137,2024-07-06 03:10:00,2024-07-06,03:10:00,True,True,True,False,,False,True,True,False,Saturday
712,7,12,137,2024-07-06 03:12:00,2024-07-06,03:12:00,True,True,True,False,False,False,True,True,False,Saturday
70,7,0,137,2024-07-06 03:15:00,2024-07-06,03:15:00,True,True,False,True,False,False,True,True,True,Saturday
715,7,15,137,2024-07-06 03:20:00,2024-07-06,03:20:00,True,True,True,,,True,True,True,False,Saturday
02,0,2,137,2024-07-06 03:22:00,2024-07-06,03:22:00,True,True,True,True,,,True,True,False,Saturday
04,0,4,137,2024-07-06 03:25:00,2024-07-06,03:25:00,True,True,False,False,False,False,True,True,False,Saturday
01,0,1,137,2024-07-06 03:30:00,2024-07-06,03:30:00,True,True,False,False,False,False,True,True,False,Saturday
010,0,10,137,2024-07-06 03:34:00,2024-07-06,03:34:00,True,True,True,,False,True,True,True,False,Saturday
09,0,9,138,2024-07-06 02:57:00,2024-07-06,02:57:00,True,True,False,False,True,,True,True,False,Saturday
011,0,11,138,2024-07-06 03:01:00,2024-07-06,03:01:00,True,True,False,True,False,False,True,True,True,Saturday
07,0,7,138,2024-07-06 03:04:00,2024-07-06,03:04:00,True,True,True,False,True,False,True,True,False,Saturday
08,0,8,138,2024-07-06 03:07:00,2024-07-06,03:07:00,True,True,True,False,False,True,True,True,False,Saturday
010,0,10,138,2024-07-06 03:10:00,2024-07-06,03:10:00,True,True,True,,,False,True,True,False,Saturday
04,0,4,138,2024-07-06 03:14:00,2024-07-06,03:14:00,True,True,False,True,True,False,True,True,False,Saturday
09,0,9,138,2024-07-06 03:15:00,2024-07-06,03:15:00,True,True,False,True,False,,True,True,True,Saturday
09,0,9,138,2024-07-06 03:17:00,2024-07-06,03:17:00,True,True,True,False,False,True,True,True,False,Saturday
14,1,4,139,2024-07-06 03:10:00,2024-07-06,03:10:00,True,True,True,False,False,True,True,True,False,Saturday
110,1,10,139,2024-07-06 03:14:00,2024-07-06,03:14:00,True,True,False,True,False,True,True,True,True,Saturday
17,1,7,139,2024-07-06 03:16:00,2024-07-06,03:16:00,True,True,False,False,False,False,True,True,False,Saturday
117,1,17,139,2024-07-06 03:17:00,2024-07-06,03:17:00,True,True,True,,,False,True,True,False,Saturday
46,4,6,139,2024-07-06 03:19:00,2024-07-06,03:19:00,True,True,True,False,False,False,True,True,False,Saturday
48,4,8,139,2024-07-06 03:24:00,2024-07-06,03:24:00,True,True,True,True,,True,True,True,False,Saturday
418,4,18,139,2024-07-06 03:26:00,2024-07-06,03:26:00,True,True,True,False,False,True,True,True,False,Saturday
42,4,2,139,2024-07-06 03:30:00,2024-07-06,03:30:00,True,True,False,True,False,False,True,True,True,Saturday
312,3,12,139,2024-07-06 03:33:00,2024-07-06,03:33:00,True,True,True,False,True,True,True,True,False,Saturday
313,3,13,139,2024-07-06 03:35:00,2024-07-06,03:35:00,True,True,False,False,,True,True,True,False,Saturday
37,3,7,139,2024-07-06 03:36:00,2024-07-06,03:36:00,True,True,True,,True,True,True,True,False,Saturday
316,3,16,139,2024-07-06 03:39:00,2024-07-06,03:39:00,True,True,False,True,False,True,True,True,True,Saturday
35,3,5,139,2024-07-06 03:43:00,2024-07-06,03:43:00,True,True,False,False,,False,True,True,False,Saturday
417,4,17,139,2024-07-06 03:44:00,2024-07-06,03:44:00,True,True,True,,True,True,True,True,False,Saturday
45,4,5,139,2024-07-06 03:49:00,2024-07-06,03:49:00,True,True,True,True,False,False,True,True,False,Saturday
