Shelf ID,Person ID,Timestamp,Age,Gender,Height,Weight,Married status,Moving speed (m/s),Item ID,Looking at item (s),Holding the item (s),Holding the bag,Picking up item,Returning item,Putting item into bag,Taking item out of bag,Putting item into bag in the 2nd time
1,401,1720265640,20,Female,150,53,Single,1.43,9,35,37,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,401,1720265820,20,Female,150,53,Single,1.02,17,36,18,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,401,1720265940,20,Female,150,53,Single,1.07,4,25,16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1,401,1720266180,20,Female,150,53,Single,1.36,1,28,31,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,401,1720266300,20,Female,150,53,Single,0.45,10,31,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,402,1720263720,36,Male,173,61,Married,0.17,9,33,37,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1,402,1720263780,36,Male,173,61,Married,1.13,0,39,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1,402,1720264020,36,Male,173,61,Married,1.33,2,26,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,402,1720264260,36,Male,173,61,Married,1.2,20,50,52,TRUE,TRUE,TRUE,,TRUE,
3,402,1720264380,36,Male,173,61,Married,0.59,13,39,24,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,402,1720264680,36,Male,173,61,Married,1.26,2,16,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,402,1720264800,36,Male,173,61,Married,0.26,8,32,17,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
7,402,1720264920,36,Male,173,61,Married,0.95,9,16,31,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,402,1720265160,36,Male,173,61,Married,0.48,9,37,37,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
7,402,1720265400,36,Male,173,61,Married,1.15,3,34,29,TRUE,TRUE,TRUE,FALSE,FALSE,
7,402,1720265520,36,Male,173,61,Married,1.35,7,57,55,TRUE,TRUE,TRUE,FALSE,FALSE,
7,402,1720265820,36,Male,173,61,Married,0.7,5,33,31,TRUE,TRUE,FALSE,FALSE,,
7,402,1720266120,36,Male,173,61,Married,0.52,2,17,25,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
6,402,1720266180,36,Male,173,61,Married,1.04,3,17,27,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6,402,1720266300,36,Male,173,61,Married,0.67,6,32,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
6,402,1720266540,36,Male,173,61,Married,1.13,0,3,11,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,402,1720266660,36,Male,173,61,Married,1.08,17,9,9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
6,402,1720266840,36,Male,173,61,Married,0.42,7,7,14,TRUE,TRUE,FALSE,TRUE,FALSE,
6,402,1720267080,36,Male,173,61,Married,0.87,7,11,11,TRUE,TRUE,TRUE,FALSE,TRUE,
7,403,1720264140,46,Female,162,51,Married,0.3,11,27,24,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,403,1720264320,46,Female,162,51,Married,0.14,1,38,22,TRUE,TRUE,TRUE,FALSE,,FALSE
1,403,1720264620,46,Female,162,51,Married,1.16,8,39,27,TRUE,TRUE,FALSE,FALSE,TRUE,
1,403,1720264680,46,Female,162,51,Married,0.8,7,16,26,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
1,403,1720264920,46,Female,162,51,Married,0.47,14,8,8,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,403,1720265100,46,Female,162,51,Married,1.08,2,20,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,403,1720265220,46,Female,162,51,Married,0.77,14,10,8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,404,1720264200,54,Female,148,51,Single,0.86,4,31,38,FALSE,TRUE,TRUE,TRUE,,FALSE
4,404,1720264500,54,Female,148,51,Single,0.87,12,30,28,FALSE,TRUE,TRUE,FALSE,FALSE,
4,404,1720264560,54,Female,148,51,Single,1.44,7,15,39,FALSE,TRUE,FALSE,FALSE,,FALSE
4,404,1720264680,54,Female,148,51,Single,0.62,10,19,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
2,405,1720264860,37,Male,176,63,Married,0.63,8,27,18,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,405,1720265100,37,Male,176,63,Married,0.29,1,19,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,405,1720265340,37,Male,176,63,Married,0.18,2,18,33,TRUE,TRUE,FALSE,FALSE,TRUE,
1,405,1720265640,37,Male,176,63,Married,0.48,2,27,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,405,1720265880,37,Male,176,63,Married,0.12,15,30,35,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,405,1720266120,37,Male,176,63,Married,0.46,9,18,39,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,405,1720266180,37,Male,176,63,Married,0.86,5,25,31,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0,405,1720266420,37,Male,176,63,Married,0.71,8,23,34,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,405,1720266660,37,Male,176,63,Married,0.43,8,37,34,TRUE,TRUE,TRUE,TRUE,FALSE,
0,405,1720266960,37,Male,176,63,Married,0.83,3,27,26,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0,405,1720267080,37,Male,176,63,Married,1.4,0,18,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,405,1720267260,37,Male,176,63,Married,0.19,0,16,20,TRUE,TRUE,TRUE,FALSE,FALSE,
0,405,1720267500,37,Male,176,63,Married,0.84,1,23,19,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
0,405,1720267800,37,Male,176,63,Married,0.35,11,28,33,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,405,1720268040,37,Male,176,63,Married,0.44,0,30,23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,405,1720268220,37,Male,176,63,Married,0.12,17,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,406,1720265040,37,Female,163,47,Married,1.2,8,32,36,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,406,1720265160,37,Female,163,47,Married,0.76,5,32,31,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0,406,1720265340,37,Female,163,47,Married,0.99,6,36,39,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0,406,1720265580,37,Female,163,47,Married,1.2,6,16,19,TRUE,TRUE,TRUE,,,FALSE
3,406,1720265820,37,Female,163,47,Married,1.28,0,36,23,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3,406,1720266000,37,Female,163,47,Married,1.17,1,35,21,TRUE,TRUE,FALSE,FALSE,,TRUE
3,406,1720266180,37,Female,163,47,Married,0.23,11,21,32,TRUE,TRUE,TRUE,TRUE,,
1,407,1720265400,67,Male,170,55,Married,0.59,12,18,35,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,407,1720265520,67,Male,170,55,Married,0.33,7,27,17,TRUE,TRUE,TRUE,,FALSE,TRUE
1,407,1720265640,67,Male,170,55,Married,0.17,16,24,28,TRUE,TRUE,TRUE,,,
1,407,1720265700,67,Male,170,55,Married,1,15,19,25,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,407,1720266000,67,Male,170,55,Married,0.9,0,37,23,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1,407,1720266300,67,Male,170,55,Married,1.02,10,23,36,TRUE,TRUE,FALSE,TRUE,FALSE,
1,407,1720266360,67,Male,170,55,Married,0.69,0,19,17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,407,1720266480,67,Male,170,55,Married,0.82,5,21,37,TRUE,TRUE,TRUE,,,FALSE
0,407,1720266660,67,Male,170,55,Married,0.68,2,34,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,407,1720266780,67,Male,170,55,Married,0.69,9,28,36,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,407,1720266840,67,Male,170,55,Married,0.29,10,27,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,407,1720267140,67,Male,170,55,Married,0.66,10,37,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,407,1720267440,67,Male,170,55,Married,0.72,0,27,29,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,407,1720267740,67,Male,170,55,Married,0.39,5,22,22,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,407,1720267800,67,Male,170,55,Married,1.44,15,19,33,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
4,407,1720267980,67,Male,170,55,Married,0.33,16,31,36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,408,1720265940,73,Male,173,59,Married,0.71,5,30,34,FALSE,TRUE,TRUE,TRUE,,FALSE
2,408,1720266180,73,Male,173,59,Married,1.26,4,22,24,FALSE,TRUE,TRUE,TRUE,,FALSE
2,408,1720266240,73,Male,173,59,Married,0.74,4,19,30,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
7,409,1720266660,26,Female,157,42,Single,0.93,0,16,38,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,409,1720266840,26,Female,157,42,Single,0.45,0,21,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,409,1720266900,26,Female,157,42,Single,1.4,9,20,37,TRUE,TRUE,FALSE,FALSE,FALSE,
7,409,1720267020,26,Female,157,42,Single,1.02,2,35,24,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,409,1720267080,26,Female,157,42,Single,0.34,15,38,16,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,409,1720267320,26,Female,157,42,Single,0.58,0,25,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,410,1720267080,52,Female,166,48,Married,1.14,6,58,59,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,410,1720267380,52,Female,166,48,Married,0.82,4,30,25,TRUE,TRUE,TRUE,,TRUE,FALSE
7,410,1720267560,52,Female,166,48,Married,1.26,5,26,35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7,410,1720267620,52,Female,166,48,Married,0.82,0,34,25,TRUE,TRUE,FALSE,FALSE,TRUE,
7,410,1720267800,52,Female,166,48,Married,0.8,0,23,23,TRUE,TRUE,FALSE,TRUE,FALSE,
7,410,1720267920,52,Female,166,48,Married,0.79,14,33,34,TRUE,TRUE,FALSE,TRUE,FALSE,
7,410,1720268220,52,Female,166,48,Married,1.33,8,28,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,410,1720268400,52,Female,166,48,Married,1.2,12,17,24,TRUE,TRUE,TRUE,TRUE,TRUE,
7,410,1720268460,52,Female,166,48,Married,1.17,4,29,36,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,410,1720268760,52,Female,166,48,Married,1.23,12,23,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3,410,1720269000,52,Female,166,48,Married,1.36,6,22,17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,411,1720267080,27,Male,168,58,Single,1.13,12,38,16,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
7,411,1720267260,27,Male,168,58,Single,0.7,8,33,18,TRUE,TRUE,TRUE,FALSE,TRUE,
0,411,1720267560,27,Male,168,58,Single,0.83,10,24,34,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0,411,1720267800,27,Male,168,58,Single,1.25,7,22,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,411,1720268040,27,Male,168,58,Single,1.36,5,20,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,411,1720268280,27,Male,168,58,Single,0.73,10,29,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
4,411,1720268580,27,Male,168,58,Single,1.01,9,21,20,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,411,1720268820,27,Male,168,58,Single,0.59,17,34,37,TRUE,TRUE,FALSE,FALSE,,
4,411,1720269120,27,Male,168,58,Single,1.07,15,27,19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,411,1720269300,27,Male,168,58,Single,1.11,15,26,35,TRUE,TRUE,TRUE,,FALSE,TRUE
4,411,1720269360,27,Male,168,58,Single,1.13,15,17,27,TRUE,TRUE,FALSE,FALSE,,
4,411,1720269660,27,Male,168,58,Single,0.67,0,22,29,TRUE,TRUE,TRUE,,FALSE,FALSE
1,412,1720267500,51,Male,176,79,Married,1.26,11,33,24,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,412,1720267560,51,Male,176,79,Married,0.18,24,22,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
7,412,1720267800,51,Male,176,79,Married,0.37,0,19,23,TRUE,TRUE,FALSE,TRUE,FALSE,
7,412,1720267980,51,Male,176,79,Married,0.26,4,18,29,TRUE,TRUE,TRUE,FALSE,,FALSE
7,412,1720268040,51,Male,176,79,Married,0.36,0,33,33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,412,1720268100,51,Male,176,79,Married,1.08,10,25,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,412,1720268220,51,Male,176,79,Married,1.1,6,53,51,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,412,1720268280,51,Male,176,79,Married,0.97,12,31,37,TRUE,TRUE,FALSE,FALSE,,FALSE
6,412,1720268520,51,Male,176,79,Married,0.41,9,39,38,TRUE,TRUE,TRUE,,TRUE,TRUE
6,412,1720268700,51,Male,176,79,Married,0.13,2,19,30,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6,412,1720268820,51,Male,176,79,Married,1.4,16,2,2,TRUE,TRUE,TRUE,FALSE,FALSE,
6,412,1720269120,51,Male,176,79,Married,0.28,3,9,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
6,412,1720269240,51,Male,176,79,Married,0.29,8,4,4,TRUE,TRUE,TRUE,,FALSE,FALSE
2,413,1720267740,57,Male,168,59,Married,1.26,3,39,22,TRUE,TRUE,FALSE,TRUE,FALSE,
5,413,1720267980,57,Male,168,59,Married,0.37,6,36,15,TRUE,TRUE,TRUE,TRUE,TRUE,
5,413,1720268220,57,Male,168,59,Married,0.28,7,24,20,TRUE,TRUE,TRUE,,,
7,413,1720268460,57,Male,168,59,Married,0.75,2,21,38,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,413,1720268700,57,Male,168,59,Married,1.45,8,21,37,TRUE,TRUE,TRUE,FALSE,,FALSE
7,413,1720268760,57,Male,168,59,Married,0.64,13,31,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,413,1720268820,57,Male,168,59,Married,1.4,11,23,17,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,413,1720269000,57,Male,168,59,Married,1.17,1,29,34,TRUE,TRUE,TRUE,,TRUE,
2,414,1720268340,19,Male,168,71,Single,0.85,1,26,31,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,414,1720268520,19,Male,168,71,Single,1.08,6,32,23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
0,414,1720268820,19,Male,168,71,Single,0.98,1,37,38,TRUE,TRUE,TRUE,TRUE,FALSE,
0,414,1720269000,19,Male,168,71,Single,0.95,2,36,36,TRUE,TRUE,TRUE,,FALSE,FALSE
0,414,1720269180,19,Male,168,71,Single,0.34,10,25,17,TRUE,TRUE,FALSE,TRUE,FALSE,
6,414,1720269360,19,Male,168,71,Single,1.2,14,6,9,TRUE,TRUE,FALSE,FALSE,,
6,414,1720269420,19,Male,168,71,Single,0.24,9,10,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6,414,1720269660,19,Male,168,71,Single,1.25,15,3,11,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
6,414,1720269900,19,Male,168,71,Single,0.55,15,13,5,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,414,1720270200,19,Male,168,71,Single,0.33,5,18,32,TRUE,TRUE,TRUE,FALSE,FALSE,
1,414,1720270380,19,Male,168,71,Single,0.4,4,24,29,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,414,1720270440,19,Male,168,71,Single,0.21,12,38,26,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1,414,1720270680,19,Male,168,71,Single,0.94,1,30,28,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,414,1720270800,19,Male,168,71,Single,1.23,11,38,19,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,414,1720271100,19,Male,168,71,Single,0.25,15,20,20,TRUE,TRUE,FALSE,TRUE,FALSE,
2,415,1720269180,54,Male,173,89,Married,0.98,8,60,21,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
2,415,1720269480,54,Male,173,89,Married,1.22,5,36,28,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
4,415,1720269660,54,Male,173,89,Married,0.3,0,17,34,TRUE,TRUE,TRUE,FALSE,,TRUE
4,415,1720269720,54,Male,173,89,Married,0.38,5,29,22,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
4,415,1720270020,54,Male,173,89,Married,0.56,1,24,24,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,415,1720270200,54,Male,173,89,Married,0.88,6,63,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,415,1720270440,54,Male,173,89,Married,1.24,22,20,27,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3,415,1720270680,54,Male,173,89,Married,0.37,15,22,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,415,1720270800,54,Male,173,89,Married,1.47,4,30,19,TRUE,TRUE,TRUE,TRUE,,TRUE
3,415,1720270860,54,Male,173,89,Married,1.35,8,65,32,TRUE,TRUE,FALSE,FALSE,,FALSE
3,415,1720270920,54,Male,173,89,Married,0.18,13,17,35,TRUE,TRUE,FALSE,FALSE,,TRUE
3,415,1720271220,54,Male,173,89,Married,1.07,14,19,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
4,416,1720269780,72,Female,151,44,Married,0.5,18,17,17,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,416,1720270080,72,Female,151,44,Married,0.3,10,26,18,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,416,1720270140,72,Female,151,44,Married,0.37,1,26,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,416,1720270440,72,Female,151,44,Married,0.26,2,35,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,416,1720270740,72,Female,151,44,Married,0.66,3,35,39,TRUE,TRUE,TRUE,,TRUE,TRUE
1,416,1720271040,72,Female,151,44,Married,1.25,8,32,17,TRUE,TRUE,TRUE,FALSE,,FALSE
1,416,1720271100,72,Female,151,44,Married,0.39,0,36,18,TRUE,TRUE,FALSE,FALSE,,FALSE
2,416,1720271400,72,Female,151,44,Married,0.74,7,34,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,416,1720271640,72,Female,151,44,Married,0.19,1,16,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,416,1720271760,72,Female,151,44,Married,1.45,2,39,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,416,1720271940,72,Female,151,44,Married,1.33,1,30,35,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,416,1720272060,72,Female,151,44,Married,0.26,8,25,37,TRUE,TRUE,TRUE,,TRUE,FALSE
2,416,1720272240,72,Female,151,44,Married,0.34,1,31,20,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,416,1720272540,72,Female,151,44,Married,0.79,15,17,19,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,416,1720272720,72,Female,151,44,Married,0.42,6,52,52,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,416,1720273020,72,Female,151,44,Married,0.34,9,32,29,TRUE,TRUE,FALSE,FALSE,,FALSE
7,416,1720273260,72,Female,151,44,Married,1.3,6,53,55,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,416,1720273500,72,Female,151,44,Married,0.47,3,17,22,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,417,1720270500,68,Male,169,75,Married,0.37,12,16,39,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
7,417,1720270740,68,Male,169,75,Married,1.47,10,19,21,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
2,418,1720270740,45,Male,168,66,Single,0.6,4,36,25,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,418,1720270920,45,Male,168,66,Single,0.73,5,34,18,TRUE,TRUE,FALSE,FALSE,,
2,418,1720271220,45,Male,168,66,Single,0.98,0,22,20,TRUE,TRUE,TRUE,,TRUE,TRUE
2,418,1720271460,45,Male,168,66,Single,1.5,3,32,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,418,1720271520,45,Male,168,66,Single,0.63,8,30,36,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,418,1720271820,45,Male,168,66,Single,0.2,11,22,38,TRUE,TRUE,FALSE,FALSE,,TRUE
7,418,1720272120,45,Male,168,66,Single,0.66,0,34,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,418,1720272300,45,Male,168,66,Single,0.53,12,39,25,TRUE,TRUE,FALSE,FALSE,TRUE,
7,418,1720272420,45,Male,168,66,Single,1.27,7,56,56,TRUE,TRUE,FALSE,FALSE,,TRUE
7,418,1720272540,45,Male,168,66,Single,1.21,7,56,54,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,418,1720272600,45,Male,168,66,Single,1.02,3,31,24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,418,1720272840,45,Male,168,66,Single,0.72,3,34,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,418,1720272960,45,Male,168,66,Single,1.43,14,29,16,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
7,418,1720273020,45,Male,168,66,Single,0.91,6,58,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
4,419,1720271580,56,Female,152,40,Married,1.32,15,15,22,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
4,419,1720271760,56,Female,152,40,Married,1.4,9,30,23,FALSE,TRUE,TRUE,FALSE,TRUE,
4,419,1720272000,56,Female,152,40,Married,0.72,16,18,31,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
7,420,1720271820,38,Male,178,71,Married,1.48,2,32,29,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
7,420,1720272060,38,Male,178,71,Married,0.47,11,21,19,FALSE,TRUE,TRUE,,FALSE,FALSE
7,420,1720272360,38,Male,178,71,Married,1,11,32,38,FALSE,TRUE,TRUE,FALSE,FALSE,
7,420,1720272540,38,Male,178,71,Married,0.5,7,58,55,FALSE,TRUE,FALSE,FALSE,TRUE,
7,420,1720272840,38,Male,178,71,Married,0.45,3,32,31,FALSE,TRUE,TRUE,TRUE,,FALSE
0,421,1720271820,32,Female,160,49,Married,0.23,12,15,17,TRUE,TRUE,TRUE,FALSE,TRUE,
0,421,1720271880,32,Female,160,49,Married,0.21,8,32,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,421,1720272180,32,Female,160,49,Married,0.53,4,22,15,TRUE,TRUE,TRUE,,TRUE,TRUE
0,421,1720272480,32,Female,160,49,Married,1.25,1,20,31,TRUE,TRUE,TRUE,TRUE,FALSE,
0,421,1720272780,32,Female,160,49,Married,0.58,5,36,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,421,1720273020,32,Female,160,49,Married,0.83,10,37,18,TRUE,TRUE,FALSE,FALSE,FALSE,
0,421,1720273140,32,Female,160,49,Married,1.4,4,24,20,TRUE,TRUE,TRUE,,FALSE,FALSE
0,421,1720273260,32,Female,160,49,Married,1.49,9,39,25,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0,421,1720273320,32,Female,160,49,Married,0.83,3,20,33,TRUE,TRUE,TRUE,,TRUE,FALSE
0,421,1720273440,32,Female,160,49,Married,0.84,8,29,32,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
0,422,1720272300,42,Male,172,63,Married,0.43,8,38,15,FALSE,TRUE,FALSE,FALSE,,FALSE
0,422,1720272360,42,Male,172,63,Married,1.3,11,23,30,FALSE,TRUE,FALSE,TRUE,FALSE,
0,422,1720272660,42,Male,172,63,Married,0.74,2,24,21,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
0,422,1720272780,42,Male,172,63,Married,0.77,7,26,23,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
7,423,1720272360,75,Female,150,41,Married,0.39,2,38,21,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
7,423,1720272540,75,Female,150,41,Married,0.99,14,37,36,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1,423,1720272780,75,Female,150,41,Married,0.51,0,28,25,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1,423,1720272960,75,Female,150,41,Married,1.35,12,37,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1,423,1720273140,75,Female,150,41,Married,1.33,2,32,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
0,424,1720272540,51,Male,176,69,Married,0.13,0,34,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
7,424,1720272720,51,Male,176,69,Married,0.45,2,27,39,TRUE,TRUE,FALSE,FALSE,,FALSE
7,424,1720272960,51,Male,176,69,Married,1.28,10,25,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,424,1720273140,51,Male,176,69,Married,1.08,9,29,37,TRUE,TRUE,TRUE,,FALSE,TRUE
4,424,1720273380,51,Male,176,69,Married,1.24,4,33,38,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4,424,1720273680,51,Male,176,69,Married,1.21,15,21,23,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
4,424,1720273920,51,Male,176,69,Married,1.46,2,28,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,424,1720274100,51,Male,176,69,Married,0.76,12,33,24,TRUE,TRUE,TRUE,,FALSE,TRUE
4,424,1720274340,51,Male,176,69,Married,0.35,15,27,22,TRUE,TRUE,TRUE,,,FALSE
3,424,1720274460,51,Male,176,69,Married,1.25,0,16,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,424,1720274520,51,Male,176,69,Married,1.4,2,25,36,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,424,1720274820,51,Male,176,69,Married,0.91,9,21,22,TRUE,TRUE,TRUE,TRUE,TRUE,
7,425,1720273260,30,Female,149,58,Single,1.33,11,21,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,425,1720273320,30,Female,149,58,Single,0.41,8,34,28,TRUE,TRUE,FALSE,FALSE,,FALSE
7,425,1720273620,30,Female,149,58,Single,0.71,1,27,17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,425,1720273740,30,Female,149,58,Single,0.41,5,25,29,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
0,425,1720273980,30,Female,149,58,Single,0.35,11,32,16,TRUE,TRUE,TRUE,,TRUE,
0,425,1720274160,30,Female,149,58,Single,1.38,9,30,17,TRUE,TRUE,FALSE,FALSE,TRUE,
7,426,1720273380,30,Female,159,44,Single,0.43,8,31,16,TRUE,TRUE,TRUE,FALSE,FALSE,
